f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76
0.1852138,0.7146194,0.15981124,0.61345947,0.07802433,0.13433245,0.103065066,0.09982466,0.17170852,0.077632524,0.10747585,0.12646338,0.08664398,0.054757304,0.13575488,0.14683206,0.14309023,0.031982698,0.0552902,0.12638819,0.12697145,0.107208595,0.086470716,0.042382356,0.10865801,0.13829544,0.109901674,0.07272328,0.04902836,0.15158579,0.10329723,0.10763188,0.0819088,0.07074926,0.12512566,0.11866042,0.07653476,0.07993564,0.043603584,0.14144398,0.09995552,0.110315606,0.058559027,0.06980967,0.1407659,0.0768928,0.04472002,0.0459933,0.113877974,0.07990398,0.051118914,0.044569142,0.11762615,0.08832592,0.045159217,0.048358735,0.09622482,0.11843604,0.043926522,0.06702138,0.1550007,0.13072464,0.04335132,0.040659763,0.13552509,0.11812401,0.057389747,0.074494824,0.14491424,0.212267,0.057661556,0.088801034,0.16459452,0.22165813,0.124633394,0.33756125
0.15554732,0.5632775,0.26945096,0.33816275,0.2615284,0.13614064,0.32935417,0.28820008,0.3043902,0.1653455,0.20472558,0.14772335,0.08670441,0.11504659,0.08942792,0.17938107,0.11413296,0.07768261,0.10037808,0.14982818,0.11620803,0.06728939,0.0932742,0.07858066,0.10043557,0.101958044,0.0818048,0.06518784,0.07848167,0.10231438,0.0840261,0.095391214,0.059676927,0.062106904,0.098449744,0.06878504,0.061054006,0.09586013,0.073359236,0.09193473,0.077754974,0.072854355,0.044971,0.05221658,0.086849354,0.11824592,0.11303992,0.078418545,0.12612355,0.09726031,0.078001946,0.08582162,0.12373747,0.09479746,0.09356354,0.087596916,0.13173556,0.116047084,0.08585403,0.076881714,0.090596005,0.11003885,0.098432794,0.12876795,0.11949904,0.15596595,0.18391529,0.22677872,0.19200194,0.3050191,0.2286882,0.13910307,0.34918144,0.24119204,0.15472487,0.16040711
0.15056546,0.60168314,0.20789449,0.38250816,0.12471877,0.17732209,0.08945558,0.10084035,0.0946899,0.05831556,0.11198063,0.2966099,0.10214716,0.108792335,0.13974515,0.053809945,0.15773247,0.13808651,0.122152895,0.10663563,0.10740017,0.072721615,0.06569128,0.09538553,0.10905683,0.10380121,0.066080295,0.083941035,0.07570706,0.044385232,0.086333595,0.118302345,0.09927226,0.039066907,0.09412223,0.060468685,0.05711081,0.0721068,0.08588308,0.06491493,0.08100206,0.038461573,0.03440695,0.102138214,0.07232373,0.080250435,0.06299779,0.03210468,0.10347154,0.034243695,0.08417675,0.09493647,0.105167694,0.09051492,0.054706138,0.07491525,0.100975595,0.07403833,0.06746265,0.09790779,0.084484175,0.110609494,0.13076492,0.08556812,0.11360051,0.080017865,0.120665886,0.08708401,0.11313102,0.19522975,0.098271266,0.11455039,0.20753257,0.52040523,0.1491339,0.5014592
0.23804028,0.37615436,0.3672541,0.20607021,0.27777612,0.13056172,0.35310155,0.3731304,0.19863144,0.14348331,0.1451296,0.13293262,0.1999749,0.1973793,0.08990008,0.1297154,0.09659095,0.15762559,0.071932554,0.081206895,0.08948096,0.12580927,0.070938796,0.13244808,0.080187924,0.08713105,0.06618295,0.08625325,0.0927245,0.12838596,0.07085919,0.044017285,0.06263253,0.08679558,0.09767523,0.044364557,0.06826366,0.08694103,0.04017477,0.06164286,0.03919312,0.070464835,0.087851,0.045352295,0.12073867,0.09452041,0.046351336,0.06746347,0.105672866,0.066317774,0.048031867,0.040336214,0.07548525,0.063499555,0.053948484,0.1009914,0.0666727,0.07385789,0.1295186,0.08018246,0.08143454,0.10649547,0.13346325,0.07142648,0.11174386,0.17372118,0.098091885,0.10148542,0.2063405,0.21756995,0.15322393,0.15480797,0.2861572,0.17233339,0.15985869,0.21825616
0.22057277,0.54567164,0.27514017,0.23158292,0.1589532,0.190703,0.43663493,0.33497953,0.3069494,0.19818306,0.24706724,0.08940827,0.17267767,0.19472732,0.16682518,0.12293227,0.06993787,0.17722638,0.16162357,0.16689451,0.09862501,0.07011702,0.14916132,0.08474042,0.12466022,0.091286995,0.08720461,0.095593765,0.09400023,0.14929302,0.0819702,0.07523542,0.10579362,0.108522326,0.12238482,0.068238825,0.0686636,0.13332479,0.07450867,0.106969744,0.045095913,0.09114269,0.088543184,0.080664024,0.14300169,0.10392003,0.047648426,0.046832364,0.15763175,0.09173393,0.033984303,0.047133423,0.13778952,0.11555917,0.034012612,0.112561464,0.1461322,0.11109737,0.07388554,0.046718664,0.16361398,0.12235234,0.056413565,0.06022768,0.18395105,0.07050108,0.052141394,0.062033802,0.16109379,0.10181618,0.1415636,0.12158672,0.25258204,0.19569173,0.2590251,0.2081017
0.17749955,0.2480373,0.34487557,0.23667218,0.3693076,0.105094165,0.33065435,0.30939507,0.22788735,0.15174757,0.11241219,0.12323259,0.13690731,0.14427559,0.088814296,0.10565773,0.11439998,0.111990795,0.06454196,0.13097322,0.08618125,0.09410928,0.056538947,0.09742434,0.07309943,0.087274194,0.07586313,0.056929246,0.068711795,0.08010775,0.09485442,0.039746318,0.07237667,0.06242684,0.088892095,0.09858004,0.052530836,0.049525917,0.06419129,0.09660672,0.063688025,0.045319665,0.06760575,0.04260133,0.09835825,0.07021512,0.08775799,0.043262552,0.09769629,0.07765473,0.08022525,0.07200242,0.09408509,0.10068479,0.07160145,0.04204668,0.11797447,0.064847566,0.08434502,0.121314995,0.058986515,0.10374395,0.109675355,0.14085722,0.11991062,0.15444995,0.164153,0.17986898,0.14706822,0.25517866,0.20275597,0.22546753,0.261333,0.2834603,0.11051812,0.20141214
0.28912044,0.31744975,0.35393432,0.2057981,0.32655308,0.17735249,0.33639836,0.42975798,0.3042828,0.08151673,0.1386995,0.22796929,0.15881948,0.11855444,0.14179468,0.15941952,0.042817,0.078197874,0.11283795,0.1531624,0.035022464,0.06975536,0.11069424,0.09995199,0.022600146,0.08610929,0.09546047,0.06889765,0.060344346,0.13407066,0.077022426,0.056005556,0.056781802,0.10536096,0.07838353,0.05775983,0.059759,0.066800065,0.0383989,0.06661082,0.08990413,0.06286247,0.03985449,0.083265536,0.08585479,0.13602468,0.073905095,0.06318333,0.13347258,0.06929261,0.0493975,0.121355794,0.040973593,0.07716449,0.19732761,0.103827134,0.1414766,0.20231944,0.075322196,0.11395275,0.18100357,0.12159082,0.10798498,0.16676128,0.10366447,0.12247579,0.22725904,0.2637588,0.18625116,0.32463828,0.33638927,0.16866057,0.40545827,0.40221867,0.14124656,0.12037041
0.14627527,0.7052226,0.18275069,0.5872772,0.10719764,0.14698541,0.1850582,0.14801322,0.23792198,0.108233735,0.09563486,0.1292217,0.06283463,0.09155794,0.11338467,0.10917232,0.08980933,0.06806776,0.057966627,0.12560636,0.11579423,0.077658705,0.048750684,0.048469886,0.1508807,0.0897536,0.05399668,0.05262111,0.05369275,0.12711702,0.08648548,0.06795318,0.05209027,0.046323158,0.081494175,0.116065554,0.049551588,0.06625736,0.03472473,0.11709418,0.10609149,0.083220564,0.045300666,0.034059554,0.101599865,0.13104044,0.090882316,0.07662088,0.12878315,0.12351763,0.07801317,0.0597445,0.13887063,0.109574676,0.0958961,0.06034363,0.11075047,0.116941966,0.09810167,0.08324177,0.15905848,0.11194425,0.09618349,0.072491765,0.17463149,0.15079312,0.10223982,0.11499482,0.18860587,0.1915293,0.08793691,0.14077662,0.18257278,0.16560192,0.1714465,0.09725605
0.1073488,0.6553649,0.22763613,0.5678783,0.11609568,0.13538936,0.3034317,0.07832605,0.24002354,0.13079317,0.16139197,0.19146502,0.11823739,0.17686418,0.13638309,0.07973877,0.09623702,0.05788786,0.18227084,0.15228459,0.14590332,0.09690449,0.051240306,0.07541756,0.11171676,0.118746124,0.063997045,0.048215367,0.057280127,0.14517696,0.13651463,0.10401024,0.06092254,0.038471162,0.12210858,0.12941845,0.07764518,0.050622825,0.046708386,0.14522977,0.1583846,0.06937433,0.05438991,0.034302067,0.10542947,0.11027438,0.10725312,0.14212891,0.13135374,0.13711081,0.09985463,0.06412004,0.15907043,0.13317715,0.11866074,0.07721362,0.15527554,0.18463333,0.088549495,0.06243624,0.22321644,0.11778662,0.09468351,0.044846453,0.1668049,0.12507729,0.06557415,0.083005026,0.20568155,0.14257866,0.11817289,0.16465664,0.21309482,0.19529918,0.10196968,0.09999938
0.22136436,0.60406715,0.20155577,0.43270382,0.16870536,0.1649929,0.30508295,0.121883355,0.35259187,0.12732783,0.17370367,0.1500246,0.17813243,0.09893161,0.09178763,0.115134306,0.1760196,0.082269944,0.11102555,0.11638206,0.105306126,0.09453286,0.082728036,0.10997798,0.11175144,0.054145202,0.060787205,0.10013331,0.07829923,0.08840546,0.08288897,0.07760721,0.055572428,0.07489708,0.08286146,0.056718677,0.06817536,0.055701774,0.05623345,0.06947373,0.10643916,0.08150542,0.045773413,0.033308264,0.077626936,0.11585076,0.08097601,0.03771123,0.119258456,0.070643365,0.04456121,0.08482395,0.06558326,0.08782942,0.101664096,0.045102168,0.12681933,0.07243653,0.049380254,0.12561792,0.05441322,0.09381319,0.17103598,0.07539362,0.119992465,0.16692162,0.0782585,0.11483939,0.074445814,0.16455635,0.23590909,0.23954938,0.3068378,0.4310091,0.20850787,0.24980928
0.18075748,0.672689,0.10782503,0.60689306,0.049130496,0.13351643,0.17187238,0.08349451,0.19781244,0.07449247,0.11713106,0.11987131,0.07043655,0.11897973,0.082117334,0.09153211,0.12139358,0.056432363,0.09325488,0.08644654,0.071141094,0.11976514,0.072462335,0.043375593,0.112174235,0.101940475,0.056756254,0.047307387,0.052078255,0.08189877,0.10711869,0.08774644,0.06918806,0.029197965,0.107032925,0.09733804,0.061017342,0.054531064,0.05091315,0.094989754,0.088817544,0.060611304,0.08081315,0.043399606,0.09602818,0.053882055,0.039111957,0.031631544,0.06257828,0.052476604,0.055119116,0.032371238,0.09245491,0.09006891,0.03793521,0.045087516,0.08817397,0.05757626,0.053185735,0.044298686,0.08483282,0.076788716,0.03935522,0.06387723,0.11014618,0.12566607,0.050494533,0.058246113,0.09956262,0.13769774,0.06699404,0.13344851,0.12155827,0.29167965,0.17160681,0.30175346
0.20886625,0.55117726,0.2334739,0.3214117,0.13460213,0.18248355,0.106819674,0.3026081,0.14548887,0.12703755,0.11312592,0.18087757,0.05967189,0.14738977,0.0794077,0.13863708,0.11859468,0.13886595,0.0460785,0.094372,0.121640556,0.11101352,0.0598383,0.07134812,0.112565756,0.056136083,0.08458249,0.055911202,0.06332472,0.097548574,0.056863606,0.043324087,0.07824276,0.045937378,0.063007995,0.05591705,0.05915565,0.044550218,0.073835485,0.07650787,0.044924635,0.05148086,0.07727902,0.056995243,0.09164923,0.0612221,0.075467534,0.0507893,0.13159023,0.08030172,0.041823555,0.07411531,0.103333235,0.090552755,0.053640578,0.06885886,0.10931504,0.06353357,0.04004468,0.08252675,0.06673925,0.07751428,0.13316889,0.11228147,0.079517424,0.14696144,0.07258021,0.0846238,0.043818586,0.12975271,0.24677655,0.27920756,0.28896326,0.4840763,0.2349669,0.39804488
0.13926731,0.72689056,0.08595553,0.59118265,0.06799615,0.16657183,0.391489,0.10008421,0.47742516,0.09585045,0.15318507,0.1961698,0.092332795,0.1375663,0.10097938,0.10370039,0.13140331,0.13358854,0.114797816,0.10750928,0.09747117,0.10910031,0.08776772,0.08559275,0.11529482,0.09730796,0.07081104,0.051695917,0.10991688,0.12511107,0.0789176,0.045943275,0.040195566,0.07335724,0.14195874,0.0992756,0.033226945,0.049066316,0.062110517,0.0982416,0.07935247,0.058786973,0.02816248,0.055043843,0.09900116,0.092540435,0.08234859,0.07731591,0.13008969,0.07307272,0.07863297,0.05016381,0.1231659,0.05488001,0.051782664,0.060734786,0.11726909,0.0792014,0.06019579,0.07800679,0.082688294,0.13163994,0.061370004,0.07021211,0.12870684,0.13669531,0.07808061,0.06984489,0.13584343,0.1124902,0.09272149,0.11950168,0.15479898,0.075145625,0.08353434,0.07004965
0.16437323,0.4894467,0.34951586,0.21672031,0.23621275,0.12670305,0.38392106,0.33272025,0.3289908,0.12707074,0.19473091,0.13373545,0.1437709,0.15565512,0.13900986,0.13321252,0.1014345,0.11467878,0.093522385,0.11055962,0.06624638,0.12800536,0.08043998,0.073160425,0.0543155,0.13303709,0.0978044,0.08975088,0.07251985,0.103043415,0.08095353,0.079109594,0.07075186,0.09850172,0.06829743,0.070930205,0.0820613,0.08856984,0.05760081,0.05770539,0.0915847,0.08649637,0.044496424,0.08654432,0.03529459,0.07389932,0.10024971,0.06716082,0.08958741,0.08387644,0.04443177,0.060467333,0.06704516,0.03238893,0.09403073,0.13410644,0.09458959,0.11188803,0.13078097,0.10732915,0.07968919,0.13863514,0.07485906,0.063856,0.12907788,0.06752527,0.13278922,0.17115052,0.08498313,0.23346652,0.26675907,0.19765551,0.4006953,0.25537175,0.18582493,0.16688095
0.12534401,0.34266248,0.484284,0.1580925,0.17075534,0.25057188,0.2152289,0.24563138,0.23795108,0.1478392,0.13727856,0.09615218,0.13516574,0.114138566,0.17186625,0.11827082,0.046793006,0.08098304,0.1436438,0.14096092,0.14779761,0.04665691,0.07309237,0.07171587,0.122930825,0.13203946,0.04742687,0.042760175,0.08154045,0.13749488,0.101146586,0.0443083,0.0844269,0.0474094,0.16629477,0.07546641,0.038803264,0.046933997,0.051130965,0.16607738,0.08963595,0.038086645,0.061295934,0.04106331,0.12523696,0.048721947,0.069337904,0.047321424,0.12796827,0.045121185,0.05027251,0.037294094,0.11394218,0.035244234,0.051398654,0.055706527,0.11173758,0.04059686,0.060157184,0.073092245,0.08679934,0.053936455,0.11672916,0.07680574,0.17015953,0.075321876,0.08614859,0.07840395,0.15646641,0.074768424,0.08175368,0.14488071,0.21396762,0.21224558,0.20390558,0.25421634
0.11991785,0.2780927,0.59705776,0.14518072,0.24361168,0.216889,0.15483114,0.3136774,0.19145049,0.21390748,0.19303814,0.06317786,0.11686197,0.120054156,0.18802604,0.1833595,0.06568524,0.07341786,0.076952524,0.14562884,0.08739161,0.1039489,0.071466364,0.08257012,0.14981504,0.11530368,0.046526194,0.043495134,0.09527501,0.13330637,0.098638386,0.032578245,0.070842676,0.06665244,0.13680418,0.101785086,0.047451716,0.050637286,0.05034658,0.13523655,0.10339518,0.02501963,0.05325639,0.06768044,0.0842764,0.06322117,0.051074047,0.066731505,0.102279544,0.04608602,0.052361403,0.08945907,0.11949491,0.049996477,0.04877542,0.07412299,0.100895636,0.050002288,0.048404984,0.09681372,0.13366283,0.028033037,0.07855134,0.107620925,0.08894473,0.08501981,0.08872714,0.09168981,0.11578791,0.0897366,0.14642498,0.10198284,0.19691998,0.13479201,0.2485449,0.29262227
0.19050106,0.34001344,0.401778,0.30586144,0.20219564,0.13062185,0.22456889,0.24093169,0.27676144,0.18089509,0.07935748,0.117347606,0.16255224,0.06933998,0.14219247,0.10541361,0.07708943,0.09774765,0.07341767,0.16904496,0.105266355,0.07781287,0.08100738,0.07849008,0.14373383,0.10355762,0.08772123,0.056556754,0.06664466,0.08976106,0.12544754,0.08009491,0.057437778,0.063769676,0.08762669,0.11711012,0.095678754,0.055781867,0.078516714,0.09431275,0.1097455,0.10008391,0.052551433,0.06971819,0.11086746,0.07619157,0.05834448,0.058101397,0.09700748,0.10026959,0.069231845,0.069211364,0.14747739,0.06412182,0.07739644,0.04159369,0.12872598,0.11008427,0.034455042,0.06053355,0.117797054,0.06962498,0.056211017,0.06743324,0.18248057,0.07434862,0.06833282,0.100287534,0.15352462,0.11678622,0.09529545,0.16053733,0.19006987,0.18591575,0.12276032,0.21035261
0.117868826,0.62037486,0.30404043,0.48968467,0.16996711,0.14265035,0.20485806,0.10830193,0.24657165,0.09993676,0.085997365,0.14672923,0.13399655,0.09425165,0.12316,0.0549664,0.12523939,0.060881652,0.14348507,0.07551297,0.08677997,0.1043409,0.0404955,0.08864952,0.07290742,0.112299606,0.07557277,0.041595567,0.09277976,0.06857936,0.09850157,0.08498072,0.05566842,0.05164967,0.06516661,0.1262001,0.039567385,0.08381963,0.052017894,0.101713404,0.08704377,0.06289139,0.048938174,0.058624215,0.036367595,0.082300834,0.109467864,0.10464495,0.061091408,0.08401452,0.15665236,0.0953731,0.08509147,0.12869312,0.11307484,0.095822096,0.09758374,0.12971082,0.106542096,0.12738816,0.115646295,0.20797098,0.13264124,0.07646517,0.17945626,0.16281766,0.067001045,0.067588225,0.22572863,0.17153202,0.059839576,0.07217826,0.19398105,0.15433097,0.12854527,0.19698744
0.1582225,0.71433455,0.1524084,0.6649042,0.05258061,0.12873635,0.1350964,0.11132791,0.18568124,0.08429812,0.079970755,0.12749438,0.07488352,0.065288655,0.103545435,0.11338497,0.100152135,0.038902532,0.056741305,0.118792914,0.092767216,0.08716582,0.057013366,0.04566458,0.098233536,0.08742111,0.07131561,0.03219142,0.075158745,0.13573223,0.11513263,0.059600506,0.045842364,0.046895064,0.12279769,0.15108539,0.03606691,0.040948845,0.06494091,0.15052849,0.11627281,0.051921148,0.045952797,0.051768806,0.09513005,0.066178404,0.044823144,0.035373643,0.07908164,0.06533449,0.06093211,0.047648385,0.09702163,0.098752506,0.054957386,0.049210556,0.12469517,0.11315438,0.039305195,0.040053397,0.1395259,0.13608342,0.048582356,0.056997184,0.15234233,0.08923908,0.054357607,0.09585421,0.14583787,0.13236213,0.087193675,0.09061547,0.12796707,0.13505733,0.12624834,0.13348734
0.2181023,0.5390777,0.24172662,0.3557932,0.24480613,0.19081783,0.32969844,0.26141512,0.30682537,0.22152324,0.15174903,0.16922267,0.19819412,0.12020892,0.11295549,0.16514933,0.14759113,0.08886336,0.15598951,0.1550101,0.10167418,0.10780893,0.12053304,0.097090535,0.15115823,0.14073256,0.05825125,0.07114653,0.1058069,0.07781142,0.080638126,0.08029238,0.08618334,0.10090271,0.0853464,0.083435655,0.09252676,0.07578581,0.045937765,0.046182632,0.10191858,0.097051516,0.04199444,0.07689736,0.08547079,0.10799015,0.061503366,0.045707297,0.085048206,0.1058598,0.085224085,0.11228578,0.13663542,0.10095816,0.055265177,0.104329474,0.07787012,0.09336108,0.13285105,0.08963332,0.08611627,0.07652606,0.07624407,0.09918754,0.10558962,0.14777465,0.1962913,0.092979826,0.19051589,0.107117645,0.09890289,0.10711178,0.24986027,0.30395383,0.24634884,0.27074543
0.20395142,0.45895883,0.34726998,0.268534,0.2799986,0.13922659,0.27320147,0.3473414,0.24375293,0.07750027,0.2509249,0.16579625,0.17543258,0.12424258,0.18612477,0.104956,0.07040475,0.13496616,0.175739,0.12385517,0.08188662,0.08241104,0.157398,0.08844809,0.066001184,0.07212288,0.10012265,0.08180448,0.079143524,0.117820196,0.09417213,0.05347983,0.053594638,0.09566361,0.080898486,0.04012797,0.08014478,0.08508082,0.06916545,0.03968605,0.061214447,0.06881176,0.072811395,0.09684612,0.04706299,0.15476546,0.087468676,0.052813075,0.14073904,0.07686844,0.049872443,0.0707784,0.04127314,0.08344576,0.12795642,0.13336416,0.13156055,0.14999728,0.09690282,0.07349237,0.1408053,0.12654255,0.07103329,0.10616028,0.102467194,0.06941389,0.17444621,0.20440067,0.11980711,0.28782,0.30906206,0.1818527,0.42478746,0.417954,0.14170678,0.2031541
0.2058603,0.5647958,0.19972984,0.3174483,0.14710334,0.2239479,0.49572235,0.20602244,0.40238273,0.16622314,0.15130465,0.115520395,0.19611879,0.1998144,0.119327016,0.11347513,0.1315874,0.18937893,0.10074974,0.1494813,0.06215414,0.12078688,0.06986521,0.11930042,0.108712554,0.09060122,0.055788483,0.076868035,0.14772737,0.1365797,0.047017347,0.0682734,0.097311094,0.08057375,0.080325924,0.10721134,0.060818724,0.073147774,0.08027423,0.06776431,0.08783261,0.06850713,0.06932807,0.09617033,0.118092656,0.106287375,0.13838866,0.06652052,0.14386755,0.12904431,0.086853065,0.059612263,0.15662669,0.10818216,0.10148522,0.05583232,0.12405044,0.10626804,0.055640493,0.06682548,0.12730104,0.13135307,0.09954104,0.092637725,0.14516689,0.1320892,0.08814535,0.1036273,0.2077084,0.18646471,0.11585417,0.10775584,0.14647081,0.109219976,0.084432006,0.08606715
0.21017307,0.24730772,0.49787533,0.28621915,0.19180723,0.15827538,0.25099126,0.24409983,0.2255875,0.12016633,0.12949143,0.15748544,0.11836538,0.12460857,0.1116258,0.09575127,0.1289805,0.05362365,0.106120735,0.09154456,0.15680185,0.05564956,0.074785896,0.100319706,0.112095386,0.08928172,0.05452609,0.07323266,0.12788947,0.09428401,0.098078184,0.048925456,0.081821665,0.056214966,0.098579615,0.09905685,0.05092175,0.06530456,0.054196592,0.10864538,0.09892672,0.052416053,0.058276754,0.051263127,0.09574803,0.09662877,0.07237129,0.057331007,0.10778403,0.070851795,0.10493553,0.07506568,0.10864515,0.09541655,0.087772,0.07353198,0.099319614,0.09533034,0.08551759,0.13334526,0.13348357,0.14291605,0.13843746,0.083284445,0.15330185,0.10323892,0.13098468,0.117410876,0.14444453,0.19460446,0.21265708,0.09566501,0.259518,0.23343009,0.18362595,0.13012244
0.11967853,0.20238125,0.54324305,0.2116559,0.19601254,0.18506503,0.21836312,0.30883738,0.1890126,0.18752858,0.14182182,0.082921125,0.15438423,0.10026376,0.14013092,0.14767623,0.08495805,0.052146696,0.10086252,0.16012667,0.12110923,0.08040826,0.07563084,0.093740575,0.12365406,0.098931976,0.06270958,0.10790986,0.068896055,0.094183184,0.11465716,0.06841716,0.05621154,0.08720816,0.097630106,0.119577594,0.06607642,0.07771701,0.06757775,0.08117181,0.14490579,0.07116902,0.0498298,0.05176324,0.028780352,0.032936115,0.059991714,0.06079657,0.034118194,0.040661093,0.071597815,0.054263234,0.06360729,0.040044233,0.071668856,0.04235039,0.07872353,0.043759596,0.04758669,0.060795795,0.05943847,0.044656347,0.096092395,0.08120179,0.088833414,0.044735897,0.09738355,0.07489631,0.08491272,0.09415061,0.16658731,0.115873925,0.21811378,0.19179657,0.24706198,0.2219081
0.20882566,0.6009471,0.2656629,0.2747692,0.23586145,0.10990421,0.42184144,0.2794965,0.35514838,0.12611322,0.17163292,0.117879674,0.15855005,0.14370853,0.11413385,0.20382708,0.09369093,0.09294015,0.09836889,0.16584778,0.108156286,0.110749945,0.10009925,0.08335227,0.1643324,0.09253959,0.117579214,0.09566111,0.052843496,0.13054232,0.07871107,0.10725076,0.0747725,0.063191965,0.09376832,0.13399251,0.11038974,0.05561309,0.051001217,0.073486164,0.12017871,0.098128885,0.05221046,0.07193645,0.117276534,0.10123894,0.089829125,0.06423891,0.0913478,0.12410076,0.080083385,0.036201894,0.16150984,0.062286753,0.051875286,0.042652316,0.13584404,0.03402277,0.06689452,0.14084882,0.06404398,0.06208873,0.18801679,0.11250324,0.10481768,0.15184794,0.14027914,0.16589594,0.16987288,0.29499686,0.1589674,0.12642103,0.32653904,0.1775208,0.1585953,0.14015703
0.2364591,0.6497617,0.29018605,0.507717,0.13727699,0.18042332,0.27482226,0.16164003,0.36767954,0.09000774,0.1404659,0.15528144,0.1870427,0.07391847,0.17859593,0.07853981,0.08636119,0.10334915,0.09767574,0.112432934,0.09558039,0.08636306,0.067641295,0.09261119,0.10372959,0.09577954,0.073615685,0.051513392,0.070810854,0.120405324,0.10095019,0.06216278,0.10099483,0.049329065,0.10335777,0.07678104,0.05086653,0.05904956,0.07273314,0.09945505,0.093687505,0.06495695,0.067161344,0.044794217,0.13157675,0.15063107,0.083118476,0.05011134,0.14615312,0.11211162,0.06012976,0.060854223,0.13596858,0.095415205,0.1283777,0.09687875,0.12239221,0.18744384,0.07595182,0.0306454,0.21512067,0.12254015,0.056517694,0.053208366,0.12781918,0.10117414,0.06901633,0.17055713,0.16045056,0.20760624,0.16037203,0.11061149,0.19954978,0.13842866,0.1368424,0.08066512
0.11527891,0.42810187,0.16952594,0.38824245,0.27230853,0.09571374,0.30429474,0.118649036,0.30652446,0.06263279,0.14721568,0.17495182,0.1475249,0.14477904,0.13762096,0.1048292,0.087890744,0.054036032,0.15006138,0.111253105,0.12821275,0.0823299,0.08519866,0.069291405,0.11782916,0.057029225,0.09854478,0.08033742,0.033670682,0.060251582,0.10387317,0.08261962,0.061959174,0.05623218,0.08304583,0.09675747,0.06271772,0.04952157,0.052458845,0.107001744,0.07951137,0.04398228,0.058000796,0.06030329,0.12197251,0.05255308,0.038989402,0.08698887,0.088694125,0.058934305,0.10207506,0.07124637,0.09644773,0.11309207,0.0869739,0.041976646,0.12381167,0.09637023,0.029138593,0.090644896,0.12734434,0.050419964,0.100199856,0.13797115,0.058725834,0.13018337,0.16995503,0.13378309,0.1120021,0.26393643,0.119092464,0.1609602,0.2211014,0.31874168,0.06506206,0.2957056
0.08413512,0.29539818,0.4949493,0.33284965,0.38869974,0.114601,0.23893163,0.24415529,0.2645607,0.24599636,0.09447934,0.12382983,0.10605851,0.13490434,0.21646266,0.090019554,0.10144446,0.07596171,0.08949161,0.1109034,0.07147349,0.11389987,0.06432635,0.10795811,0.10583074,0.081914745,0.08287248,0.061951086,0.08177818,0.041732933,0.08799703,0.0475574,0.071298085,0.077639654,0.08585976,0.07997747,0.053372845,0.071017474,0.05726407,0.06763626,0.10287872,0.044255514,0.041436907,0.083742134,0.08581743,0.09541852,0.054249458,0.10781633,0.12220098,0.0754411,0.09068729,0.11702211,0.13019161,0.09797565,0.08252504,0.12065426,0.17180741,0.11073619,0.11201445,0.08611858,0.15151462,0.11196946,0.06428554,0.12882648,0.17960988,0.08183412,0.12984951,0.12833823,0.18736061,0.100033306,0.1601334,0.13079831,0.29728603,0.14224367,0.15988363,0.205583
0.28004867,0.4018096,0.24535859,0.26683643,0.26851174,0.10982664,0.3393429,0.34578994,0.2635354,0.13395396,0.20558725,0.09413145,0.19459793,0.14779814,0.09567078,0.119545646,0.09682422,0.124735564,0.13011108,0.13468404,0.06981075,0.09229174,0.072509795,0.10998861,0.066184096,0.058221765,0.07927762,0.10846895,0.064059794,0.08546266,0.053408552,0.057938747,0.048423525,0.08233197,0.06389071,0.04415872,0.08846598,0.04654614,0.06175738,0.046470962,0.07936358,0.052310396,0.032891005,0.077408046,0.0543873,0.07887644,0.060108066,0.069675,0.100421645,0.06520819,0.055159844,0.09249971,0.07135487,0.06689733,0.10172566,0.093830496,0.12211818,0.09970167,0.07024881,0.09280852,0.080937676,0.07621529,0.13579081,0.09673695,0.10768302,0.19090024,0.111260496,0.1021903,0.10852687,0.15376188,0.19408123,0.25356176,0.32635307,0.36101338,0.2821832,0.24488574
0.18995349,0.5569854,0.36047155,0.37924463,0.14441644,0.20402311,0.21124451,0.11152306,0.33068106,0.11980888,0.17971794,0.16322558,0.10723417,0.115141585,0.16475488,0.14809418,0.11474625,0.0814346,0.10889857,0.11278457,0.14748688,0.14538774,0.074357376,0.0729037,0.078275286,0.15356305,0.11288811,0.100674555,0.042839147,0.06966639,0.12706113,0.14026582,0.09734196,0.06302212,0.06582425,0.09139131,0.14791131,0.09879914,0.048541173,0.075931266,0.073855884,0.10798529,0.12847286,0.08141479,0.10077884,0.07481752,0.036299188,0.052840672,0.091602944,0.10042907,0.07003644,0.028967794,0.0811183,0.108262375,0.06937298,0.050014578,0.08454196,0.113995984,0.056084704,0.021817593,0.08623465,0.11335874,0.039685518,0.059564516,0.07627851,0.08013987,0.10716769,0.086222,0.10812551,0.14702111,0.13464557,0.13098182,0.15432644,0.21601301,0.1835843,0.19512704
