f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47
0.0353989,0.9115307,12.237511,39.210304,87.90888,391.70273,240.26758,0.075105034,2.0898879,17.791185,42.112854,108.86645,76.91065,0.10846468,3.3443997,19.937504,57.142685,148.19104,386.61304,0.27653816,5.755153,29.264036,72.523125,95.438194,0.45601553,7.1046696,53.82787,87.916145,343.68463,0.8854038,12.175584,54.90548,96.066795,1.1014559,27.787743,215.70978,67.93685,2.3865495,26.38892,73.96946,6.340421,160.60925,347.0177,6.3849883,54.796936,48.008305,496.14072
0.021259913,0.58675927,9.288979,63.236973,114.56983,417.37936,334.13315,0.037117615,0.71768284,7.001822,23.645504,31.034464,32.288563,0.06927416,2.4236517,26.918339,44.10761,146.26498,437.12155,0.087060735,2.0430803,18.092007,27.094809,31.403725,0.34127638,7.8080344,33.059883,125.65257,327.5178,0.3076486,7.273009,27.117786,19.199238,1.2711742,17.94839,250.02512,79.0796,1.4381781,15.964283,17.143684,4.194381,170.60045,469.8256,4.291803,14.74949,49.969852,615.05554
0.09897178,0.9140408,28.78551,124.52638,108.1312,462.08936,89.21836,0.17656331,2.1564484,26.756304,98.01216,52.86095,56.127647,0.11236282,8.858239,72.88123,39.91097,275.69992,199.43034,0.29326013,9.050719,71.30257,55.59326,67.34395,1.3086908,26.116488,26.217773,107.24027,258.52936,1.3836099,29.685152,60.146652,50.59305,4.4710627,13.159314,231.9184,82.53698,5.7792683,37.719555,69.59701,2.883445,187.10188,392.12628,10.429675,88.19951,57.726475,575.33514
0.01965342,0.70706546,5.383708,17.409058,70.88472,383.7133,241.27483,0.020578176,0.66576165,6.68123,35.97917,69.38121,45.802303,0.07838226,1.4638124,9.593173,38.02743,119.64679,402.49747,0.0782977,1.9219035,21.899723,53.248055,57.179485,0.20092367,3.5132613,41.662632,147.03218,296.11523,0.27374446,7.4191113,37.122227,50.171516,0.5608426,23.086334,265.48984,81.40471,1.407779,19.359568,44.95978,5.6406283,185.47809,477.07626,4.607484,40.00442,52.946266,596.1606
0.033990238,1.1066083,20.29211,58.69556,139.02924,487.4761,195.66628,0.08114904,0.8802301,7.589844,32.198036,49.11829,35.53375,0.13751066,5.3717437,28.774765,57.570072,268.8154,381.76245,0.12189022,2.4339864,26.751919,52.118004,39.966465,0.8008528,9.940606,42.671104,76.97433,371.65482,0.40342999,11.660503,63.41738,35.837833,1.6759019,21.604296,210.77386,77.79731,2.259051,34.56272,41.900272,4.994958,166.80428,385.56177,9.24979,39.15615,50.369728,564.1747
0.028519295,0.750453,6.20613,26.07468,70.80632,465.62933,214.94775,0.037261143,1.1843613,9.5571375,23.748955,128.57077,76.97447,0.086034805,1.8447385,13.037751,53.74664,178.97412,368.5533,0.1545911,2.8915308,14.602492,81.445625,78.97929,0.2574704,5.059967,59.965385,61.524727,305.2774,0.4540889,6.468283,49.79468,37.39972,0.8240495,32.839653,203.30486,78.35782,1.1450543,22.169554,25.188137,7.724191,160.67032,387.1425,4.887414,24.004198,48.869663,529.4347
0.021348368,0.88765997,10.568405,45.866154,50.974472,396.90045,313.06302,0.035172913,0.9143252,7.993503,49.62054,89.72014,91.74377,0.097986385,2.8547916,22.304752,23.21322,140.72209,361.58893,0.11762519,2.2991066,25.33681,58.21702,62.754524,0.37399113,6.794366,27.879126,122.60617,262.51855,0.32665905,9.063196,39.183853,30.962578,1.1052928,17.115955,235.90869,46.05944,1.5077665,18.755531,33.38335,4.3669796,172.09938,417.08325,4.567839,30.21329,50.170692,562.84326
0.04267826,1.7798008,15.506465,69.340034,216.72842,479.1753,174.47554,0.068654254,1.7980301,11.302101,15.915436,20.33271,75.714775,0.20573753,4.4800687,33.87925,137.88957,308.05035,393.3098,0.23835403,3.449271,11.714206,25.541948,49.941895,0.63332707,11.587335,100.85006,87.53783,335.8434,0.5645692,5.4330063,28.388287,22.909174,1.8963623,53.349243,187.43584,108.89879,1.1341952,16.964746,12.8918915,11.963672,145.33301,369.485,4.5350823,10.878386,46.3362,490.9297
0.027221026,0.840807,11.479274,50.96408,104.276794,520.1066,263.51813,0.05250292,1.2115915,8.062414,28.233223,50.61763,54.50017,0.09720031,3.02872,23.350266,34.272854,293.938,429.05173,0.1585219,2.420998,19.76854,40.01098,54.234238,0.42816275,7.6638722,33.567078,51.940033,402.64743,0.387774,8.144442,39.113247,28.924784,1.1909518,19.392107,179.70282,58.710976,1.6051195,21.80904,22.179783,4.5959306,151.41086,337.7746,5.5813684,23.36234,47.148735,527.6292
0.044914346,0.85799867,21.590038,83.977066,164.87329,444.56198,196.5101,0.10156229,1.6014609,20.963295,52.079185,68.86952,105.4116,0.100897476,6.3565016,41.164394,50.068516,227.68454,311.89432,0.19601926,6.767338,38.278416,57.347736,108.914406,0.8053991,12.797551,34.785084,114.36081,333.49667,1.0085539,16.487665,53.927544,53.316296,2.1355567,17.440458,260.9734,62.371353,3.1045125,31.415237,22.596865,4.0239606,192.09615,370.9008,8.172072,18.145542,58.20523,547.95184
0.03747578,1.5473356,11.213088,30.905567,94.081024,470.22006,190.734,0.041976828,0.87713915,9.160002,30.591887,30.394518,38.440205,0.17773236,3.2844558,14.618042,30.26883,238.29718,427.1994,0.11266549,2.921152,22.61951,24.357983,37.95876,0.46117485,5.54686,31.665302,88.35486,396.61008,0.42822662,8.699366,25.097773,33.9909,0.8430779,19.566492,218.47252,74.37068,1.6282061,15.805866,25.706142,5.0477715,170.84148,392.7219,4.1201487,18.19436,51.20576,562.2105
0.038066994,1.8572817,13.294255,36.107403,78.20084,512.64557,257.4618,0.07162464,1.4385005,8.992123,31.130325,26.218927,33.322575,0.2026957,3.837809,18.781616,38.1857,307.9408,353.84836,0.19133222,3.0460598,22.3689,23.85457,39.040894,0.53090864,6.9706273,47.45827,95.84101,317.9744,0.4664315,9.783587,25.120697,30.60713,1.148007,29.028349,231.94788,71.38409,1.8781492,16.810555,26.061573,7.4797606,181.55005,382.08685,4.457917,21.732088,55.240417,559.77795
0.02845742,0.94041944,11.28789,44.065075,56.51806,463.7491,171.56772,0.036870144,0.70669746,6.472712,56.278286,125.115616,119.09426,0.11240082,3.251976,22.61836,18.215467,193.45268,372.7044,0.09321502,2.0921981,31.887058,94.121735,130.38068,0.4587119,7.0367165,20.33173,68.16862,375.41266,0.3088283,12.028149,68.13599,87.60487,1.1517457,12.696553,205.38326,51.658047,2.1541054,31.696533,64.00635,3.1691349,163.09013,398.27554,7.2499638,50.363613,50.72387,569.8722
0.025633207,0.5228621,8.8574915,49.873737,111.301125,475.3724,188.6204,0.06808723,1.1586272,5.439154,20.406504,48.499454,40.046307,0.062305443,2.6142466,25.263618,53.705963,196.42139,403.5725,0.14762752,1.7509806,16.961702,56.115543,50.085323,0.35308054,8.281016,46.215908,88.523506,373.30066,0.28785726,7.817647,57.647247,43.607697,1.3945746,26.037756,234.49805,116.67922,1.5139567,31.662914,24.354494,5.755393,179.83167,461.97235,7.7844114,18.839592,54.156837,612.8176
0.04504658,1.4115169,24.663057,56.555927,122.10878,486.23788,180.96663,0.06130753,1.1117382,6.95298,21.073364,18.61444,39.062138,0.17105989,7.144242,29.27473,40.275276,273.26276,313.68655,0.13517487,2.19027,19.288816,33.703068,29.641335,0.9363875,10.809717,32.568146,143.15172,369.84705,0.3417416,8.37131,53.356293,25.088924,1.7156632,18.070621,292.2429,62.999947,1.7049125,34.84403,30.692616,4.338403,216.96703,439.4672,9.568705,27.704042,64.749054,641.30786
0.025945567,0.9872554,12.545187,59.385235,103.07069,508.73935,170.68831,0.045730095,0.96788734,10.486286,35.72025,49.97385,88.520615,0.12647636,3.446814,26.488546,32.244755,271.27164,343.0321,0.118441164,3.4879098,22.769236,29.973337,57.722538,0.45105118,7.7665706,30.953547,89.84701,369.5896,0.49638408,8.892212,22.410368,21.108698,1.2432938,19.559004,235.78021,50.999256,1.7247361,12.024309,12.896084,5.218784,187.69112,417.16098,3.1332817,11.517395,56.357437,602.07166
0.03420708,0.80121046,17.098616,78.77966,126.00058,495.42682,173.14688,0.09537511,1.7556878,15.890427,43.689995,56.60086,67.67645,0.09414948,4.921714,38.170067,46.87328,281.90417,382.3492,0.23164473,5.000789,32.7433,43.58239,99.51384,0.70080423,12.757944,35.313736,82.01187,418.8945,0.77739877,13.78058,41.50157,87.44306,1.978763,19.392317,209.63913,43.748554,2.5971913,23.66927,59.10864,4.7796454,166.8346,334.62308,5.940137,44.162766,52.427216,528.9162
0.049156163,1.6102247,18.99878,53.231644,78.7604,518.5762,208.14168,0.06709258,1.3208102,10.384496,27.199684,55.45688,28.207779,0.19678532,5.485742,26.853096,28.689234,250.62527,376.55957,0.16828217,3.4654303,21.104164,40.03857,28.155752,0.78701717,9.281246,28.35292,48.276196,406.46805,0.53785914,8.898952,36.74492,24.238075,1.605302,17.966312,193.35213,79.8053,1.8115664,21.121931,21.288761,4.5714893,167.02138,423.9156,5.41049,17.956264,52.791615,602.4136
0.038515646,0.87966275,22.556229,113.26942,214.16089,477.97574,199.63756,0.06939734,0.98067456,9.265415,20.903296,72.92435,38.19548,0.10126893,6.586912,53.221123,75.35724,260.80685,133.70357,0.1324846,2.9080114,15.191262,61.04854,59.775345,0.8919338,16.853386,38.12127,60.179398,186.51086,0.52375215,6.1866226,51.469482,59.813328,2.6694672,17.074472,181.4509,89.326164,1.2618443,27.071426,39.149345,3.8016298,154.08841,390.2884,6.624002,30.217352,48.116802,522.3867
0.064007744,2.0588558,27.811281,84.82702,135.50966,516.3921,160.08629,0.09931082,1.5893625,13.044273,29.270319,37.827724,68.66011,0.24410823,8.352523,41.509636,42.64031,290.82578,386.65988,0.21037424,4.538688,22.736013,28.113207,90.39154,1.166834,14.440992,38.186333,51.67152,428.35962,0.75530255,10.34975,30.547152,64.24294,2.4087496,20.862474,196.32924,57.28923,2.0999787,19.141346,33.699787,5.197162,169.8369,323.3976,5.2280464,23.63051,54.62624,534.5451
0.022038953,0.593645,10.813843,64.04781,117.7895,456.27795,113.6466,0.04805872,1.27168,13.4256,53.30621,82.65084,107.79628,0.068630256,2.9548457,29.423388,40.47303,212.50316,219.24075,0.1642759,3.694473,29.08216,54.311554,91.10853,0.3974197,8.66644,32.716114,106.22876,323.76035,0.57272315,10.863425,38.18035,64.79193,1.3724023,17.621172,222.65103,42.253307,1.9573444,19.560806,62.1779,4.182221,165.77829,380.73953,4.6468716,55.41712,50.189133,535.1937
0.03647907,1.6175206,15.180622,43.638165,79.062294,401.80127,213.13126,0.037491865,0.6204278,7.017521,35.604465,71.08882,57.319637,0.18344332,4.496415,23.516096,51.877953,155.05733,290.4624,0.07725188,2.0115306,20.443653,50.72157,49.238514,0.58111316,8.529672,52.41812,134.63327,233.40668,0.31837735,7.913861,37.787895,30.65777,1.4259348,27.62437,265.7034,84.98635,1.4534174,20.253443,27.843748,6.7329893,187.78459,425.81915,4.653405,25.134262,56.156532,555.6624
0.024949374,0.7981736,10.883665,37.53553,84.86787,443.4092,146.11913,0.04021382,0.93994474,7.7554154,33.22438,57.771385,59.17453,0.090373114,2.8828864,18.844946,39.01016,168.20354,337.33008,0.116069816,2.3282485,22.442522,50.733604,59.88436,0.39955652,6.332016,37.12461,115.98124,339.92572,0.38169286,8.295698,42.547653,58.58897,1.0933869,22.690426,261.5896,64.20998,1.6487929,22.744297,46.567726,5.421498,187.01208,447.12747,5.2708917,33.77947,56.384544,602.5026
0.0360886,1.1630261,10.973952,41.750305,62.643143,329.31723,215.25307,0.044855155,1.8198851,12.149865,27.044436,68.38259,71.8991,0.1351606,3.0415802,20.712145,52.134098,104.01342,229.77475,0.23521343,3.6477642,15.526421,44.28406,47.525974,0.44138914,7.539179,53.84311,195.43304,148.19269,0.563153,6.1973443,27.071918,28.173285,1.220442,31.188387,307.1434,102.27897,1.1448042,12.669898,20.001642,7.5626416,207.90657,490.2838,2.9754422,16.682568,61.516113,599.43494
0.02123468,0.64021647,7.517377,44.592365,107.607834,363.69287,276.7735,0.039670013,1.0634564,7.8773727,40.370102,58.5412,72.938965,0.07594245,1.9448688,21.86492,71.93059,125.78247,447.73254,0.12580001,2.335486,23.355059,44.6156,72.53272,0.25243798,6.7624183,62.170403,134.95018,287.3406,0.3316228,9.239169,35.41007,44.792526,1.0494533,32.226852,246.74751,100.15515,1.5837823,18.641338,35.139572,6.8781786,166.39903,456.15363,4.628626,27.45141,47.442112,565.7905
0.051215135,1.7861639,17.686798,68.18228,79.577156,467.52295,208.22261,0.08524457,1.6904823,7.9012723,42.013203,35.45663,83.84668,0.2159931,5.006359,36.61039,51.632305,247.34317,370.59384,0.216073,2.5440285,29.556923,38.196014,67.31889,0.72282976,12.441427,54.471268,97.4311,260.68243,0.38390213,12.259013,44.14384,29.809288,2.0352852,31.240458,214.73376,113.49732,2.354013,28.877945,22.900274,7.332241,164.78577,434.36716,7.296072,20.647865,50.61837,580.9745
0.024563823,0.7739475,8.7765465,46.160854,111.762665,358.5592,258.25195,0.061708424,1.5772098,13.1241865,45.45981,100.04473,162.50311,0.089496076,2.4149072,22.94456,77.1116,136.64914,403.969,0.18666127,3.8934958,28.928041,57.251778,168.02527,0.3272845,7.466658,63.336132,133.28383,301.99048,0.6243043,11.854652,39.353596,96.12175,1.2638172,33.199924,244.08742,42.830227,2.140427,20.076693,38.62141,7.3779325,172.7871,358.10236,4.9844856,22.42782,50.47004,496.0146
0.024102358,0.67273796,11.464491,59.35993,166.2105,471.12283,172.20761,0.030535107,0.7729726,9.354441,19.107862,58.60297,80.94898,0.07523009,3.170379,24.574963,45.47844,196.44905,321.71954,0.09267865,2.746259,12.586853,29.630388,56.119205,0.41605985,8.037166,31.834988,73.76412,364.07065,0.41340527,4.976133,21.850452,21.162443,1.1781723,17.461496,208.4423,38.629898,0.9376774,11.129764,13.806199,3.9626267,158.54074,330.7115,2.840044,13.264692,49.275887,490.6258
0.019078018,0.73330915,10.711955,45.498882,137.96855,441.75967,193.7098,0.056026064,1.6623551,13.342278,46.40241,35.17243,80.1359,0.08805409,2.698532,19.672144,61.513775,234.82167,268.65573,0.20227493,3.8812587,28.490828,30.078312,63.20652,0.4000218,6.3537803,46.655605,106.51184,185.78987,0.57321274,11.718859,32.169968,29.943956,1.0143684,24.781961,214.83766,88.86617,2.151361,20.64749,29.72194,5.6226177,153.6057,421.11914,5.368778,28.410995,47.077232,541.5097
0.024085118,0.743836,9.590374,44.940292,149.87938,437.3376,134.82358,0.03408467,0.77045834,7.253534,18.753284,38.583504,37.023228,0.08585427,2.7348003,22.28901,91.156975,193.29886,273.26782,0.099856354,2.1897864,11.97177,29.503714,32.463097,0.3444949,6.923143,68.775635,141.85059,243.31473,0.33702105,5.368344,23.732601,30.670073,1.1539513,32.68474,260.94733,84.27216,1.0167491,12.125223,33.54155,7.390198,179.09122,435.41452,3.234905,28.896038,53.06645,563.4506
0.0338431,0.8374654,12.519534,51.32353,115.62788,477.1497,287.97787,0.06755074,1.3482444,9.628106,29.50623,26.937782,37.432312,0.10381571,3.4789028,25.759796,63.85482,245.24657,438.42438,0.16439846,2.87651,23.02689,32.128876,58.04241,0.4575798,8.689749,56.557217,109.93918,360.72278,0.43232763,9.719326,34.923836,69.76065,1.4707277,30.336792,250.91551,66.90796,1.9409348,21.469933,61.14438,7.1033983,184.0289,436.0021,5.9996414,44.32948,54.495426,594.05963
0.026204754,1.0649649,9.577891,46.876392,68.16856,281.13016,325.0033,0.052032046,1.8118621,13.756506,49.272877,95.229256,87.231445,0.12842092,2.6471539,23.179577,56.71477,99.973366,282.16272,0.22294872,3.9232688,27.972174,53.126175,75.04497,0.35369518,7.520882,53.620483,144.2404,136.26091,0.5609175,10.083563,30.391022,58.0323,1.2066091,28.802813,223.9645,96.02218,1.801133,14.3637295,46.861282,6.5818734,152.96498,426.84235,3.7370386,32.335052,44.29177,515.4293
0.024961105,0.7913377,11.406988,60.72766,198.88315,430.9056,318.36948,0.044696353,0.8943384,8.49413,30.801163,60.378185,20.87825,0.09095756,2.999229,27.554646,97.538826,164.53082,433.20364,0.10114868,2.4804132,21.766022,35.535156,45.2855,0.41899994,8.52477,55.297062,53.231365,356.7834,0.41070777,8.216113,27.442377,40.46429,1.3306017,26.354387,177.89749,98.75503,1.4809668,14.129935,38.82457,5.733994,140.33458,352.1157,3.3466258,35.215244,43.48082,489.57288
0.028332222,1.1354277,14.7501745,40.51678,126.19886,510.38593,135.6666,0.0421051,1.1382933,13.277776,23.537975,29.834066,95.18065,0.13364533,3.8602204,18.749561,34.968826,313.31058,333.93256,0.1430574,4.1059394,17.571827,24.212545,69.01838,0.5338732,6.1731815,28.09963,95.90333,399.64627,0.6273593,7.772883,24.798605,29.546703,1.0093074,17.06781,215.40817,36.171497,1.6248256,14.260596,17.066399,3.9799953,166.01732,338.00793,3.975266,15.027774,50.94511,513.0698
0.037317295,1.0578395,9.769813,38.38178,78.32913,406.28802,302.87924,0.052851908,1.6527455,10.04122,27.50125,68.739555,54.359474,0.12502725,2.9058867,21.522558,77.774635,144.32794,414.82306,0.21057242,3.1471558,17.34157,43.212795,53.253994,0.4139132,7.361504,79.66677,127.27735,313.01837,0.4684539,6.995261,28.671934,43.29742,1.2614387,44.26206,261.2463,82.76473,1.3379515,14.043436,33.22815,10.055208,185.89392,404.566,3.36517,27.46038,56.059277,546.1742
0.040065717,1.5543803,28.137995,96.96416,108.65866,492.29172,88.293625,0.05801145,1.1622801,9.808259,45.998085,65.49551,187.76382,0.17150232,7.7984886,46.402493,26.437538,282.27643,185.55145,0.14154951,3.1314273,29.294294,51.464718,102.27987,1.0432919,14.384679,20.927105,87.034996,282.29086,0.48129603,11.816006,47.9514,24.595472,2.3947701,11.706403,210.89754,47.67345,2.2963054,28.151672,24.212769,3.0374892,166.9323,370.66302,7.3071737,32.5754,52.62218,560.79614
0.075297505,1.4498476,29.737907,74.729294,112.27611,426.25687,163.97495,0.10854213,1.9553705,12.507591,42.683617,58.214493,60.45527,0.18441357,8.348729,40.174034,43.503094,238.90833,302.52652,0.26902318,4.1858625,32.72215,77.40568,47.46639,1.172495,13.774195,37.674416,145.07928,368.76395,0.6712263,14.047456,95.13492,26.901552,2.2986772,21.163898,279.41528,100.51715,3.0140796,57.21871,13.550921,4.8217077,204.40656,393.0118,14.833746,10.523642,61.89693,565.90985
0.0376297,0.8368261,18.126965,85.22448,166.97736,482.04596,168.54597,0.059778266,1.5737894,18.569756,28.71351,49.375694,85.06235,0.10027339,4.821756,42.495434,56.123333,271.1654,221.762,0.20909344,5.870595,20.912344,36.38416,95.096016,0.68484616,12.3313675,34.790844,95.01337,298.98898,0.89009595,8.764911,29.514202,74.512764,2.0261738,17.902607,222.34555,40.295097,1.764737,16.101261,65.88061,4.2497063,170.49654,365.11444,4.0954103,58.96629,51.87592,536.1524
0.029451692,1.1690077,12.230222,42.689507,93.44642,441.13782,318.99597,0.03519674,0.96712595,8.1858425,19.299341,32.685368,87.024055,0.1309669,3.2366629,20.79983,42.507,193.56516,421.23132,0.11877107,2.355831,11.623368,20.240322,61.090633,0.45151502,6.8579173,46.332706,95.30413,317.91135,0.38478565,4.9269347,15.784501,25.534254,1.1781377,25.893955,229.33253,52.765663,0.8875201,9.286697,21.39564,6.038709,164.32277,380.86502,2.3802173,19.862207,48.928684,531.2655
0.029872216,0.9206868,16.793991,81.722786,120.52461,429.80853,322.4677,0.07570833,1.2403386,9.834651,45.91331,40.943485,68.39568,0.114196084,4.7406316,40.544785,54.42828,236.80984,453.79877,0.16251063,2.8888993,31.79416,37.007355,72.042015,0.6333986,12.842792,45.584637,119.41442,393.4773,0.47022718,12.412018,38.16658,48.871593,2.1027215,23.807741,219.58284,40.179615,2.3270283,22.627188,37.906677,5.532441,160.76422,342.6859,5.9047985,33.096066,47.880016,510.21548
0.04548767,1.2623229,14.114574,58.260372,100.42382,438.78113,202.96669,0.07928379,1.8650185,12.750139,34.005955,79.07032,80.51456,0.15718766,4.0222874,29.88373,79.60198,226.63795,357.0942,0.23512037,3.97584,22.90144,54.708878,64.86872,0.5788485,10.948262,75.91906,116.16693,277.05005,0.6107778,9.379252,43.590054,42.75555,1.7740211,41.02949,233.58887,89.561844,1.7965082,22.843578,32.092327,9.504391,175.5596,390.84906,5.458614,27.005209,52.982136,532.5103
0.03015748,1.2617686,13.459621,40.959007,127.948814,472.14,269.63,0.04809737,1.1378113,10.967891,24.964779,37.129215,58.817017,0.1480671,3.8131266,19.869614,58.790592,234.7786,434.69308,0.13891192,3.237095,18.715376,32.899075,64.9556,0.538556,7.135272,51.92097,81.957054,386.38354,0.49255452,7.768153,34.40482,48.624256,1.1648932,27.128242,211.0939,70.178215,1.635213,19.785019,37.864605,6.3492208,162.56395,360.6887,4.8534675,31.540178,50.42848,525.94836
0.031359583,1.2441567,7.0048265,30.424486,62.81108,223.55089,327.07883,0.06473199,1.2182021,8.357251,94.73741,123.548965,47.01367,0.13352022,1.966798,15.329927,81.53683,80.95788,430.23987,0.1504964,2.3657677,53.812794,97.13392,46.704914,0.28944597,5.7751036,82.7123,151.93245,209.6908,0.3583852,18.608204,73.78197,34.964752,0.972972,42.76221,233.56152,111.798645,3.1141205,36.63266,55.370647,9.457782,150.83087,424.31293,8.4328785,53.820778,43.338852,504.6862
0.039546426,1.0007167,11.018637,31.437567,117.51408,427.48355,222.63956,0.07616462,2.7247336,23.384716,51.150047,107.013336,106.301254,0.12985462,3.4636025,15.252044,52.68906,170.2914,405.9725,0.32724816,7.550767,35.59807,73.060356,128.11508,0.44326386,5.3682623,42.562767,62.203358,344.86917,1.149234,14.686879,53.41759,82.00495,0.8932167,22.836412,191.42632,74.01493,2.9847744,27.49569,23.464872,5.709463,153.3258,378.88092,6.392547,11.866029,47.288242,510.24112
0.02850987,0.97916836,9.564002,46.955555,100.05967,428.7262,250.04027,0.05597804,1.4252613,15.106388,58.753136,62.66695,63.7011,0.11257784,2.5329037,20.801573,52.45549,224.64761,339.6713,0.18234357,4.441018,38.325367,41.963234,59.86053,0.3773233,6.9573298,43.85208,117.35258,237.36551,0.6711784,14.158441,34.777008,36.83592,1.0952166,23.917315,223.16716,103.3554,2.703584,18.209568,29.349516,5.5575004,164.66289,442.20825,4.717337,24.849243,47.31234,569.3187
