f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18
52.095192,-10.572256,12.778487,1.4808501,-55.448906,-58.0246,-17.09365,-10.297277,-18.549423,-18.120834,-1.0144366,-3.7737763,-19.426575,-0.8695151,-4.1887474,-16.27329,-1.391581,-3.898451
57.178463,8.12448,32.510002,-3.5687757,-37.41346,-44.1127,-18.331724,1.7544698,-4.435221,-18.491758,-0.8501242,-3.4416351,-19.393503,-0.7313287,-3.7429426,-17.09665,-1.4077826,-3.8138387
36.67496,17.89784,39.86431,-16.498566,-25.513262,-34.989243,-24.49435,3.680234,-5.41608,-19.327822,-1.1366515,-4.363969,-21.905397,-1.1075333,-4.893309,-18.516459,-1.5278311,-4.027825
50.608047,-18.589224,9.763995,-1.3581775,-53.189938,-54.360237,-24.289375,-9.620447,-16.80689,-20.224897,-1.528222,-5.325829,-22.09672,-1.1729754,-5.3462424,-20.155123,-1.9392301,-4.6849217
69.34094,20.828829,44.388866,13.67731,-26.197556,-32.467117,5.1430597,5.874147,2.2950902,-21.047909,-1.7925119,-5.2512646,-24.049011,-1.2111447,-5.2302213,-20.690462,-2.1091123,-4.5072784
55.86871,-7.9959884,13.451885,8.08855,-54.58781,-56.91605,-7.023027,-10.701541,-17.868042,-21.223814,-1.2557108,-4.65014,-22.945616,-1.1274756,-5.136151,-20.751104,-1.5483767,-4.4889283
71.53796,19.28787,43.186188,16.741802,-29.383497,-35.94096,16.315279,4.75262,0.4328834,-22.84347,-1.8419106,-5.3575034,-26.761856,-1.4648322,-5.9240265,-22.798233,-2.3232007,-4.9879484
59.354176,17.774254,41.02672,2.9392576,-28.720287,-34.765182,-6.594134,5.2333555,0.8120079,-20.066648,-0.92079693,-4.5015125,-21.745487,-1.0604074,-4.8269453,-19.429153,-1.8876107,-4.3498206
68.15402,20.231771,43.565384,12.28599,-28.272478,-34.478138,6.6261015,5.355153,1.596922,-22.046974,-1.2419149,-4.7550874,-25.224983,-1.2506155,-5.412159,-21.707273,-2.1325257,-4.5878873
39.479057,-17.768997,13.32857,-22.903028,-49.351456,-55.944176,-49.405453,-4.5451384,-19.394913,-17.810707,-1.6560806,-3.9119751,-20.263124,-0.99932456,-4.3653197,-16.843529,-1.5471416,-4.02325
59.553333,11.292294,34.35067,0.26310185,-34.354927,-40.297085,-13.170121,3.4095545,-1.6410427,-20.933723,-0.9005332,-4.0416155,-23.310555,-0.95012957,-4.649618,-20.131657,-1.5330131,-4.212557
64.61271,19.859413,41.832695,9.811305,-27.497396,-33.940193,4.6647944,6.0113354,2.2261612,-23.22395,-1.7033112,-5.964851,-26.46075,-1.3147696,-6.017533,-23.0446,-2.231096,-5.230466
47.586945,18.460108,41.03368,-6.308432,-25.351198,-33.90334,-13.264291,3.950505,-2.2438834,-21.221193,-0.9188926,-4.5651994,-23.62057,-1.0473244,-4.971827,-20.938889,-1.4408215,-4.2670126
75.802345,25.503813,49.564323,18.661148,-22.821537,-29.828756,20.16137,7.4830947,5.0299015,-22.813253,-1.4828998,-4.693909,-26.539356,-1.366434,-5.504049,-21.49775,-1.8563657,-4.3021946
65.17257,21.3551,43.74516,9.63675,-24.691145,-31.62444,3.1314201,7.351585,3.681312,-22.204018,-1.6271383,-4.973437,-26.041777,-1.3269987,-5.7980294,-21.858397,-2.0833926,-4.790457
50.216145,19.728462,41.930126,-2.8954663,-25.967548,-34.483875,-7.605539,4.4236217,-1.6902453,-21.035683,-1.175525,-4.7221155,-23.02593,-1.1103071,-5.027266,-20.23291,-1.7344946,-4.3245177
59.234016,14.659661,37.407303,0.31412902,-31.114714,-38.200603,-7.7500906,4.157804,-0.81524396,-21.394054,-1.025387,-4.4045115,-23.79884,-1.0226024,-5.0045156,-21.26347,-1.7861706,-4.4881287
54.552765,14.000171,36.14321,2.9546912,-28.347082,-34.221176,-8.77522,4.6839046,-0.856893,-19.492466,-1.547579,-5.1751146,-21.031733,-1.1108857,-5.084313,-18.489157,-1.811014,-4.158684
44.38461,15.165386,37.448475,-7.668194,-28.269978,-36.413124,-23.118786,2.7508712,-5.4686155,-18.899532,-1.4370432,-4.8508363,-21.163486,-1.03089,-4.8711367,-18.196688,-1.5992268,-4.1446795
63.056698,5.7144337,30.20572,9.837776,-37.78815,-39.964413,-9.686082,1.5101497,-3.8178675,-20.321064,-1.7971115,-5.458569,-22.676785,-1.1893573,-5.411277,-20.212893,-2.2074554,-4.972999
54.223263,-10.795999,16.073183,2.0830927,-63.17935,-66.33351,4.4651175,-22.94283,-25.92161,-19.564018,-1.1458396,-3.4892743,-20.626099,-0.89961284,-4.306962,-18.246078,-1.6883147,-4.203323
58.713703,25.834291,49.5887,1.1952335,-21.59083,-30.414488,8.303414,7.6436095,3.2318268,-19.188673,-0.90451443,-4.1477585,-22.281982,-1.0034329,-4.5251207,-18.750677,-1.5290763,-3.9997716
72.8918,24.307833,48.231167,17.350283,-24.587313,-31.31255,16.592829,4.707415,1.9785463,-22.86141,-1.2670212,-4.63772,-27.050707,-1.3900322,-5.6405864,-22.237362,-1.7720656,-4.5536785
55.14929,6.509649,30.469046,-4.3737106,-37.706947,-44.524544,-25.125576,2.4582372,-3.7661734,-19.37713,-1.0398806,-4.0544257,-20.524643,-0.8206977,-4.2005925,-17.967005,-1.4614203,-3.8834846
52.142166,-6.992804,15.610297,2.0806382,-42.426037,-43.62523,-15.482216,-2.8303745,-6.518256,-21.075138,-1.3551815,-5.6325407,-22.43804,-1.2411457,-5.3439183,-21.059694,-2.1073844,-4.6127725
59.948147,14.929437,38.97952,-1.9444281,-32.336246,-41.102642,-9.484225,4.2388186,-0.9426725,-19.361113,-1.0693945,-4.037086,-20.673424,-0.8587165,-4.292805,-18.20143,-1.6259754,-4.1556582
66.05114,12.91263,37.386635,9.416696,-33.820633,-38.690086,-3.361574,2.5526786,-2.753478,-20.635082,-1.504227,-4.5857224,-23.33543,-1.004815,-4.9827404,-20.0479,-1.8687403,-4.438617
55.828884,16.011257,37.442837,4.4936533,-27.967016,-33.49906,-7.512573,5.499906,0.39206156,-20.865738,-1.1659497,-4.9937944,-22.95009,-1.175558,-5.2426972,-20.41483,-1.9351847,-4.4379554
47.09212,-20.758293,-1.2305892,2.1253848,-69.8647,-72.88915,-18.565147,-37.61338,-46.58099,-18.4194,-0.69232285,-1.501445,-18.266966,-0.53525376,-3.2096298,-15.921776,-0.632215,-3.2216327
66.654816,15.686175,39.032417,9.664806,-31.732512,-37.537758,0.16802539,4.233947,-0.0876665,-21.93554,-1.3887004,-4.9393497,-24.273619,-1.1625587,-5.2075615,-21.3516,-1.955008,-4.5041194
51.722523,10.912338,32.8952,-2.8188412,-32.370907,-38.05069,-17.314922,2.558033,-3.388966,-18.162174,-0.8083931,-4.0419674,-19.146889,-0.8765033,-4.216367,-16.737862,-1.3411999,-3.7216442
57.109455,-5.4115963,18.69824,1.7015072,-53.506054,-56.11372,-18.33755,-6.021531,-14.887464,-19.279867,-1.5318366,-4.337942,-21.3563,-1.0235221,-4.7259097,-18.531168,-2.0387535,-4.5768275
48.685112,-17.078419,10.669913,-7.039632,-52.791103,-56.13847,-27.446949,-7.6583347,-16.373463,-19.856249,-1.3634207,-4.804563,-21.296232,-1.0758091,-4.833597,-19.270428,-1.7542783,-4.2809124
51.04161,23.700583,46.256832,-1.8201559,-23.181332,-31.185818,-4.1502557,6.254094,-0.12163853,-17.995026,-1.1282722,-3.8770776,-19.721674,-0.8493032,-4.2842183,-16.804926,-1.5173236,-3.911173
52.093086,0.22802499,22.802029,-2.8479612,-37.032013,-42.20034,-24.791765,3.464415,-2.3368564,-18.899925,-0.94755375,-4.288527,-20.843407,-1.0019046,-4.761496,-18.493145,-1.6646662,-4.2373266
51.935658,23.713303,45.78978,0.29843917,-23.271353,-31.152647,0.75254846,5.9341784,0.19706315,-19.578661,-1.3983628,-4.9368267,-21.902176,-1.0680746,-4.972628,-18.936888,-1.8597127,-4.2976465
62.316128,10.014176,34.226963,6.2882075,-34.6362,-39.668324,-8.2786665,1.8146241,-3.0881202,-19.85656,-1.3711877,-4.6945343,-22.052757,-0.9561721,-4.8205514,-19.35167,-1.8828591,-4.352676
52.516644,13.958726,37.373306,-5.1949916,-29.336777,-37.058647,-15.527619,1.7080356,-4.46856,-21.388132,-0.59445906,-3.915557,-22.709194,-0.9197501,-4.6653285,-20.407095,-1.2393336,-3.906009
72.820175,20.876617,43.98779,18.16921,-28.316782,-35.073174,17.114855,5.209783,1.5569253,-22.981115,-1.2339191,-4.810981,-26.829954,-1.344765,-5.756092,-22.350412,-1.9099053,-4.4542975
55.026512,-3.0540702,17.724905,6.9691997,-48.304398,-49.746887,3.7554786,-3.3758368,-6.955164,-21.18405,-1.11985,-4.682584,-22.281822,-1.1844356,-5.1450763,-20.098412,-1.7747369,-4.3548136
33.589638,-23.406466,5.466454,-28.924208,-51.006187,-59.653507,-49.388252,-4.2568035,-18.508566,-17.710796,-0.79926944,-3.0074952,-19.343763,-0.88571507,-3.7704587,-16.109495,-1.2383538,-3.4193213
41.200077,16.497927,37.574615,-13.391992,-28.689182,-38.594494,-23.882484,2.0663347,-7.7374783,-18.054722,-0.7106019,-3.320132,-19.898283,-0.80041033,-4.0596185,-17.193478,-1.0210282,-3.63801
41.746094,21.56804,42.92335,-11.590994,-24.206768,-33.450947,-15.481308,2.6076934,-5.3129425,-18.557041,-0.7652117,-3.4051974,-19.837883,-0.8470989,-4.1203947,-16.979357,-0.95469517,-3.5013947
54.02655,-3.7605221,20.072393,-7.288719,-42.87224,-47.98524,-32.181202,0.63864714,-7.9154067,-18.183163,-0.49054262,-3.7276602,-18.995388,-0.791662,-3.9044104,-16.851517,-1.3154603,-3.7794514
55.814037,22.714354,45.949905,0.8523215,-23.971882,-32.30391,0.38704047,5.854344,0.5438275,-22.186377,-0.8606581,-4.1217003,-24.349363,-1.1466346,-5.0837035,-21.132235,-1.5222718,-4.202425
43.52633,15.6486,37.50203,-15.920351,-29.394154,-41.48868,-23.139774,3.108031,-4.3277597,-19.451872,-0.49568915,-3.1247134,-21.072977,-0.78339744,-3.9537752,-17.92633,-1.0414718,-3.4966176
47.171272,-14.745641,8.461793,7.156646,-67.35602,-70.61807,-31.55685,-43.56512,-52.12407,-17.745562,2.207641,0.77205414,-16.656101,0.16323584,-1.6414092,-14.838005,1.4342067,-0.854297
44.188553,11.274244,32.565823,-6.7842636,-31.733942,-39.466698,-23.562767,1.769886,-6.8914204,-17.154556,-1.165057,-4.2509904,-18.335398,-0.90891373,-4.3462625,-15.575404,-1.3860358,-3.6956828
50.310993,16.820742,38.70148,-3.5783958,-26.945736,-34.787994,-10.190029,4.3792567,-1.1797911,-22.655313,-1.4297131,-5.344599,-25.757751,-1.2734483,-5.675418,-22.723152,-2.0168777,-4.820766
56.50559,23.259167,46.97159,-2.3543487,-24.000744,-32.822887,-4.700915,6.4503384,0.8872245,-19.818031,-0.86174375,-3.4311872,-21.171387,-0.8704516,-4.096563,-18.485867,-1.3101652,-3.8221815
60.52254,16.71375,39.52114,2.3990128,-29.307396,-36.07505,0.807139,5.0849724,1.0174094,-20.77548,-0.98563516,-4.2388353,-22.611256,-1.0443211,-4.6627116,-19.927105,-1.7207814,-4.2141795
63.53203,12.611351,36.340122,7.093995,-36.544235,-42.33344,-8.784417,2.2893605,-3.1226947,-22.168058,-1.092746,-3.7761612,-24.137104,-0.98665863,-4.7804427,-21.178038,-1.775943,-4.479197
62.244232,20.1413,42.84511,4.348208,-27.770943,-34.179924,-3.0484886,4.9973507,0.32093832,-19.983002,0.06966818,-2.5796523,-21.46767,-0.54534984,-3.754631,-19.289442,-0.7309528,-3.0701356
44.859047,23.383844,45.870487,-6.1269317,-22.335129,-30.486526,-7.5815253,6.4629583,0.051961027,-20.29025,-1.773766,-5.3760266,-22.927458,-1.2257587,-5.3864746,-19.819994,-2.0943577,-4.562635
51.393806,22.405155,44.669403,-7.397494,-25.700651,-35.50759,-10.9754925,5.518392,-1.2059203,-17.913975,-0.6572175,-3.0678964,-18.85205,-0.7881804,-3.6123009,-16.233099,-0.96663064,-3.4951866
50.802586,4.3358192,27.497322,-3.1506531,-35.77266,-40.900578,-25.609306,2.7655878,-4.2720795,-19.766356,-0.88254666,-4.1052084,-22.559908,-1.1550997,-4.8900657,-19.152128,-1.8556603,-4.178521
50.20697,14.28673,35.673805,0.2603347,-28.536182,-34.046265,-13.104076,3.8822196,-1.6382234,-19.300663,-1.2031492,-4.9701133,-20.306606,-1.0330002,-4.9655485,-18.865063,-1.8153757,-4.3209033
50.11662,-3.3858497,21.659416,-6.5089993,-40.32563,-45.116756,-28.199646,-0.35541913,-7.3997827,-19.780691,-1.6037823,-5.2607718,-21.578945,-1.1340107,-5.2317996,-18.942808,-1.8554287,-4.4118032
57.212456,20.554398,42.419323,4.645734,-24.541172,-31.637068,2.5357141,6.3315463,1.580207,-21.31324,-1.2386556,-4.9835067,-23.801996,-1.2146206,-5.3662415,-20.59055,-1.8223886,-4.2683253
49.794975,17.430069,38.941746,-4.9517713,-27.845963,-36.6068,-18.011698,2.906628,-4.5684233,-18.896223,-0.727755,-3.137548,-20.201128,-0.83781695,-3.9870074,-17.504171,-1.1199268,-3.7123528
63.620556,18.198307,39.987976,13.025061,-26.122965,-31.34592,6.083867,6.5406275,2.854684,-22.902596,-1.938272,-6.3058915,-26.033754,-1.4702781,-6.267156,-23.315407,-2.4537714,-5.152061
53.9594,-8.141674,12.803332,4.8375854,-62.707996,-67.14812,2.968753,-22.848118,-30.799665,-18.76565,-0.4705347,-2.2674477,-19.279593,-0.6763336,-3.470366,-15.952463,-0.6920719,-3.201538
55.55265,25.37191,48.46701,2.0941544,-21.987543,-30.221127,2.396458,7.272663,1.9838591,-21.400497,-1.5765879,-4.812704,-24.541925,-1.2501533,-5.3931212,-20.693195,-1.8584197,-4.441682
34.379738,19.20135,36.884033,-5.6639957,-22.61951,-29.520918,-7.8249793,5.8742485,0.28032476,-19.256966,-1.6688876,-6.5530972,-20.177866,-1.4648263,-5.8483114,-18.357765,-2.2430832,-4.7695727
47.89903,15.256578,33.285496,2.2966266,-26.681618,-32.034214,-7.2589397,5.3813815,0.86140263,-19.536861,-1.8163453,-6.118588,-20.490915,-1.2730086,-5.4577174,-18.599632,-2.1081958,-4.641355
41.22089,1.711528,22.50155,-10.126895,-34.114555,-39.395927,-25.19487,2.5304756,-3.358857,-19.132624,-1.2515037,-5.342446,-20.641573,-1.2275194,-5.1299596,-18.71344,-1.934742,-4.2563143
51.35729,23.509144,45.41015,0.19318399,-22.344637,-29.8487,-2.003868,6.6869297,1.0473105,-16.70039,-1.4742908,-4.4290023,-18.11784,-1.0745153,-4.5830755,-14.843541,-1.783865,-3.9029827
57.787346,27.145842,51.686066,5.5817757,-20.20371,-27.796139,10.564931,5.785347,-0.13356453,-20.249006,-1.4185859,-4.1947823,-23.446476,-1.1423382,-4.8901362,-18.705917,-1.2352175,-3.724349
58.33688,14.697424,37.035667,4.6958623,-30.94557,-35.908688,-12.24222,3.2673225,-2.3889227,-19.517975,-1.3145022,-4.4363084,-21.711287,-1.0045455,-4.8295016,-18.397985,-1.6786839,-4.0923257
54.97629,13.264475,34.666016,1.7656081,-28.928947,-37.352688,-7.7700768,4.5295377,-1.2412494,-20.155903,-0.8370087,-4.5115833,-22.41985,-1.107534,-4.872202,-19.567818,-1.4432201,-3.9780624
64.21256,19.569231,42.84249,4.6008067,-27.865398,-35.04158,0.64324844,5.4112,0.7353615,-20.232246,-0.9765405,-3.859145,-22.152424,-0.954306,-4.3723173,-19.126644,-1.6756568,-4.0468645
50.78618,21.460468,44.01843,-4.7089458,-24.64336,-32.56319,-7.2335186,6.0948453,0.9390461,-21.016823,-1.132491,-4.575729,-24.091087,-1.1327493,-5.1481314,-20.735085,-1.8304218,-4.2172766
39.38708,19.004786,40.817226,-12.998649,-26.912601,-36.985943,-29.48343,3.744535,-5.700288,-18.602253,-0.7028915,-3.3393364,-20.258793,-0.9146241,-4.330508,-17.499666,-1.0220188,-3.494893
55.188305,0.83926713,25.673265,2.7238119,-39.74441,-41.066746,-24.593119,0.6329469,-5.458447,-19.515907,-1.5758549,-5.0290627,-21.533094,-1.1704111,-5.117536,-19.035612,-2.1341002,-4.6543145
61.56473,21.468521,43.44463,5.4971213,-26.397074,-33.378353,-0.18104436,5.199053,0.7312116,-18.34134,-0.95927465,-3.64435,-20.158783,-0.80080986,-4.151396,-17.50048,-1.496225,-3.8759692
45.848736,18.246786,38.914562,-5.7619133,-26.385857,-33.640053,-11.523951,3.5622294,-2.5684438,-18.216164,-1.016109,-4.506266,-19.343344,-0.93429047,-4.5918846,-18.000114,-1.5122323,-4.1106625
53.42341,-1.6813672,23.51915,-9.1260805,-50.649826,-56.981644,-19.930548,-6.210614,-15.4247,-19.05322,-0.61177975,-2.7234845,-20.261301,-0.7627376,-3.710304,-18.085987,-1.2124593,-3.4224825
57.33693,3.95983,30.674135,4.115383,-37.197716,-41.75321,-20.90484,-1.0034406,-9.735037,-21.22765,-1.7860793,-5.12785,-24.330673,-1.2716733,-5.5137553,-21.407576,-2.2027993,-5.182928
49.982807,17.528473,39.22216,-2.2795866,-27.97824,-35.793797,-13.56692,4.5350013,-1.9765767,-19.231714,-0.9255622,-3.8876498,-20.087914,-0.9899029,-4.4293923,-17.668055,-1.236394,-3.8404193
42.46094,-33.652573,-7.767058,-4.3629365,-66.29157,-68.51269,-23.344936,-24.569376,-33.83804,-20.400751,-1.1439126,-4.1095915,-22.480722,-1.0601314,-5.0121107,-19.645267,-1.7525301,-4.2670875
53.19693,-4.5402064,18.916412,-0.17919391,-44.29844,-46.555126,-17.751144,-1.1812321,-6.3995237,-20.49682,-1.235524,-4.901281,-21.967314,-1.0737485,-4.939575,-19.599533,-1.8642664,-4.290266
58.229496,11.660646,32.842056,6.035948,-31.35838,-35.71026,-7.306203,4.2919183,0.14524356,-21.332972,-1.1513044,-4.749761,-24.242928,-1.1513733,-5.429278,-21.439253,-1.9481953,-4.5020714
63.020386,17.597025,41.365402,3.1799521,-31.522636,-39.577045,-11.128661,0.2025069,-5.6066675,-19.342129,-0.63370633,-3.0980043,-20.33131,-0.66607416,-3.9582264,-18.447956,-1.1976068,-3.7927282
58.917892,12.714736,32.998837,3.2465708,-31.391794,-36.54189,-5.3688016,6.170357,2.2393472,-18.989788,-0.9702961,-3.837753,-20.805407,-0.941617,-4.415646,-18.431181,-1.5726287,-4.0838337
58.26895,18.905647,41.586903,3.4896302,-28.323713,-34.874405,-4.9643664,5.42636,1.2823279,-18.858173,-0.773316,-3.3859549,-20.62049,-0.87534404,-4.2404737,-17.712717,-1.4543723,-3.819546
61.007,6.101868,29.705303,3.622125,-43.823895,-46.95304,-4.817267,1.6837065,-2.8690472,-18.449425,-0.83281654,-3.8323622,-19.712708,-0.88662016,-4.1824193,-17.562609,-1.7824637,-4.0655413
52.340683,8.993034,27.461628,3.6470082,-30.515491,-34.80124,-8.423134,4.176079,-0.6412622,-19.722383,-1.5709287,-5.8069587,-20.393375,-1.152776,-5.21793,-19.030909,-2.0035117,-4.5485387
47.37173,11.009451,33.986782,-10.621964,-33.311886,-42.016724,-26.254368,2.3384776,-5.4419847,-20.339983,-0.85643166,-3.915414,-22.421412,-0.96717435,-4.5366445,-19.519215,-1.5358884,-4.0503983
56.247803,2.690342,24.040464,3.6556416,-39.347313,-43.746468,-10.016167,3.5067866,-2.0858705,-20.450016,-0.9445302,-4.1435385,-22.976562,-1.0998856,-4.840866,-19.663734,-1.4028955,-3.9397793
51.878124,17.381395,37.37167,2.8877056,-27.819077,-33.76764,-9.36682,5.206705,-0.3263889,-19.29634,-1.6408939,-5.3484397,-20.38732,-1.1497087,-5.139588,-18.894947,-2.1935685,-4.774854
45.074932,24.260277,45.519516,-0.67914325,-21.44476,-28.505888,-0.4258794,7.3667707,2.2152402,-18.652128,-1.2637343,-4.983935,-20.569843,-1.1953408,-5.1463475,-18.134476,-1.7356604,-3.936069
69.48538,22.835146,46.230556,12.986626,-23.531246,-29.55501,11.417497,6.9193726,3.6048155,-22.27426,-1.3700726,-5.025673,-26.049551,-1.3444921,-5.625127,-21.91325,-2.0969026,-4.5492725
53.508232,20.861673,43.036068,1.5606128,-25.00234,-32.52185,-4.2261786,5.677973,-0.18073668,-16.807402,-1.037952,-3.0146797,-18.192457,-0.7677654,-3.8819845,-15.165541,-1.2904193,-3.563709
63.562664,23.32591,46.52303,8.663227,-23.613865,-31.21138,6.0280504,6.8927727,2.467717,-20.645157,-1.2345527,-4.4251156,-22.754248,-1.057623,-4.923368,-19.11735,-1.5757405,-4.045605
58.340946,18.108316,40.695488,1.6269155,-27.621853,-35.053253,-10.004817,4.543115,-1.2132939,-19.382286,-1.2610178,-4.1431007,-21.533707,-0.91967213,-4.445267,-18.498291,-1.7235099,-4.168282
32.514755,-5.241902,15.561468,-25.285906,-42.042652,-50.88002,-46.41284,0.10304713,-12.509016,-15.550452,-0.7174847,-2.946299,-16.884602,-0.83348346,-3.4307256,-14.395926,-1.0779042,-2.9581006
52.816162,-11.247589,12.725821,1.5300074,-65.14116,-69.41735,-1.4863092,-24.304022,-34.52951,-18.46363,-0.72067285,-2.4334033,-19.272669,-0.7213397,-3.5018399,-15.506346,-0.73615015,-3.1552103
50.364487,-6.341873,17.718334,-5.408393,-44.087772,-48.02067,-24.334345,-0.36797056,-7.497675,-19.37188,-1.184938,-4.4903297,-20.698986,-1.035076,-4.7182884,-18.406006,-1.7907124,-4.1034904
56.300926,17.740215,40.493073,0.21181306,-28.399492,-35.89645,-9.407571,3.8484168,-1.8368803,-19.668142,-1.0645789,-3.7678554,-21.617186,-0.86543566,-4.4749103,-18.330095,-1.5233786,-3.9886432
46.61086,-22.285664,2.243478,1.9659296,-68.87401,-72.0577,-2.7097592,-31.803162,-40.556065,-19.630836,-0.46057394,-1.9478004,-20.07811,-0.7772195,-3.590995,-16.290659,-0.5590763,-3.0923917
54.23855,-0.93365735,25.477613,-1.6592066,-39.096462,-43.490025,-24.62724,1.9877627,-3.8927162,-19.625866,-1.151491,-4.5449033,-21.390295,-1.0463313,-4.978145,-18.912575,-1.4340793,-4.1800866
54.608624,-2.8161755,26.055832,-6.1357656,-42.82693,-48.78365,-32.063065,-0.91232896,-9.79016,-18.488976,-1.1716179,-4.2178564,-19.802343,-0.95182323,-4.2872863,-16.42234,-1.6702069,-4.03665
58.50787,15.919225,38.696384,6.8323083,-26.397213,-31.888762,-1.6849527,5.8066707,1.5463543,-20.707005,-1.5450984,-5.5368204,-23.262615,-1.2664123,-5.661891,-20.135483,-2.0858433,-4.529699
62.20491,12.549423,37.904774,3.5804386,-33.685867,-39.937798,-9.20044,1.6650348,-3.6775565,-22.077196,-1.4751256,-4.964117,-25.37084,-1.1862864,-5.488088,-21.936579,-1.9957035,-4.8941636
51.739742,-15.449499,14.832004,-5.870187,-52.468376,-56.22663,-38.234577,-6.7940664,-17.524988,-17.579723,-0.9885117,-3.8917341,-19.709358,-0.9606239,-4.2691407,-16.121746,-1.6567878,-4.001574
51.04318,-13.967434,15.172205,-8.3110485,-56.637352,-60.63133,-32.238136,-6.7661057,-17.293585,-17.92905,-0.8914002,-3.469398,-19.375982,-0.7917061,-3.9873736,-16.305876,-1.3961471,-3.791151
55.263206,24.26421,47.087795,4.618189,-21.695415,-28.92555,7.007245,6.9758744,3.0640194,-18.996208,-1.2918376,-4.882931,-21.030684,-1.1051207,-4.7427845,-18.047356,-1.6758696,-4.0154777
58.855953,18.012798,40.3964,4.711624,-28.262644,-35.013973,0.114517614,5.6433516,1.3209473,-21.43263,-1.0251479,-4.5884824,-23.295315,-1.1028763,-5.0392346,-21.132269,-1.7439572,-4.3043313
44.8641,21.479843,42.53425,-6.8919144,-24.645943,-34.026585,-11.598462,3.336159,-3.8461285,-19.032944,-0.98126936,-4.0437245,-20.316471,-0.7727706,-4.415163,-18.164011,-1.328613,-3.868571
55.518066,-8.607846,18.322449,-1.1946403,-47.491974,-50.799168,-27.816906,-2.9087977,-10.655127,-18.799898,-1.2107079,-4.1440525,-21.070433,-0.96939725,-4.600546,-17.85157,-1.6375548,-4.071355
57.163746,19.5764,42.084423,-1.2102476,-28.946692,-37.03537,-9.199217,5.399993,0.18842554,-17.460716,-0.2330645,-2.7819617,-17.63613,-0.5923424,-3.4302702,-15.33252,-1.1993387,-3.2669897
54.593338,3.4812293,27.644495,-5.049087,-39.279934,-46.369415,-20.49507,-0.9153755,-7.884242,-20.834738,-1.2568718,-4.5338054,-22.979208,-0.9505248,-4.602603,-19.911697,-1.6584116,-4.3290024
42.73162,17.934376,39.572704,-7.995179,-25.839582,-33.860363,-16.592386,4.446309,-1.9139838,-19.864426,-1.3776222,-4.829525,-22.593763,-1.1170259,-5.0842886,-19.779879,-1.7086552,-4.293507
54.561043,18.379461,39.413406,3.5952015,-27.225822,-33.688198,-5.2020025,4.0312734,-0.82986987,-18.57323,-1.3726026,-4.532877,-19.828794,-0.98965216,-4.7059016,-17.639734,-1.5575949,-4.002219
35.02353,11.955593,33.893547,-19.535471,-29.433971,-39.25455,-33.445545,2.5357714,-7.7116737,-20.031355,-1.2453572,-4.4217668,-22.516628,-1.0766333,-4.8254814,-19.071945,-1.3950502,-3.8331277
