f1,f2,f3,f4,f5,f6,f7,f8,f9,f10
6.0435314,4.8549676,8.984653,4.6268272,-3.824788,9.378595,-3.9754097,9.189354,0.7891542,-1.7098445
12.892592,10.754021,18.64547,10.560412,-8.05069,17.860088,-8.408693,18.053848,0.6048873,-1.8518758
2.8664408,1.9193102,5.1180415,2.0336232,-6.9813323,10.470915,-2.1859982,5.4367867,0.9262625,-1.9833292
1.0284442,0.5627678,2.2935948,0.64706576,-9.465025,9.118413,2.1498172,2.312711,0.9780084,-2.3708014
25.809158,20.926525,37.334164,20.507364,-14.740615,30.876335,-13.695109,35.924118,0.475222,-2.2539074
4.9160447,3.6583972,7.6932783,3.513813,-4.1530867,8.365806,-2.7991295,7.8960857,0.80927384,-1.8376284
3.4099102,2.6851718,5.2339478,2.4554808,-2.8202353,7.546727,-4.6206436,5.728681,0.8529085,-1.8121846
10.080726,8.713214,14.559448,8.081063,-7.6522865,15.777421,-7.7523775,14.88309,0.69556576,-1.9714925
36.919945,33.780254,46.492733,32.710926,-9.646529,26.166275,-14.673297,45.83427,0.3064506,-1.9596264
35.3084,32.877373,43.809395,30.565289,-7.936769,22.91366,-14.2968855,42.202343,0.2794701,-1.9170223
52.464954,48.77868,61.938324,47.09614,-13.168039,29.004215,-16.463057,60.80725,0.24650949,-2.0557072
18.715235,16.083881,26.376814,15.198647,-9.112238,21.339317,-10.351655,25.64838,0.48629236,-1.9279671
50.977116,46.346325,60.87001,44.968044,-14.292586,33.226593,-16.993633,61.08179,0.29789504,-2.1309075
44.792423,41.10396,53.5435,39.339867,-9.212562,27.426908,-15.22132,53.965805,0.27262965,-2.063763
27.68736,25.744724,34.206142,23.38124,-7.8010244,21.78462,-12.915115,33.74002,0.37313455,-1.7912757
46.252605,42.26595,56.57855,41.248955,-12.161218,32.02022,-19.6088,57.437508,0.28633752,-2.0909011
43.71793,39.40973,52.7904,37.74278,-10.965361,29.014166,-15.80015,52.59008,0.30733007,-2.0245824
36.308956,29.49711,49.04055,30.586296,-18.546618,35.945274,-16.83602,50.007393,0.367161,-2.3034213
17.442823,15.08841,23.06054,13.803729,-6.9576063,17.605682,-10.759492,23.219034,0.46758825,-1.678443
50.286076,45.840202,59.409218,44.47645,-13.689133,31.158644,-17.042946,57.310123,0.2964366,-1.9910886
20.142946,16.845575,27.613607,16.22489,-10.414742,22.884623,-11.70297,27.76046,0.5223815,-2.0902462
61.597404,56.37345,72.42854,53.346375,-16.690798,38.29576,-22.136282,72.72,0.28520724,-2.2363808
29.64452,26.585075,39.404167,24.2219,-10.827478,28.00984,-17.629553,37.522522,0.36298886,-2.1650507
11.944026,10.389279,16.385557,9.205549,-6.0373983,14.53886,-8.917242,16.453827,0.6012804,-1.8572234
66.27985,59.328075,79.82278,58.45367,-21.50254,46.254265,-23.756039,79.19175,0.2873568,-2.09767
57.149998,52.418537,70.20307,50.955677,-17.364365,39.71101,-21.224194,69.48371,0.28868043,-2.1617832
26.915339,26.918463,30.09324,27.027666,-4.6943035,10.416035,-6.177235,31.156868,0.1863079,-1.0769975
29.31487,24.586597,38.924465,24.53586,-12.513376,28.649681,-13.672074,37.729473,0.4211966,-2.1440594
53.535995,44.744106,66.237366,44.06462,-18.173838,41.196995,-21.143929,64.844246,0.31871098,-2.2263718
46.139534,43.002083,56.370255,41.188084,-10.719961,29.610525,-17.479063,55.848423,0.27385145,-2.0857885
34.209232,30.920315,41.766903,29.065577,-7.2790895,20.976456,-11.940955,40.055218,0.27717978,-1.582628
42.640694,36.792603,54.39027,36.897972,-16.559097,36.222385,-17.71531,54.180332,0.37535244,-2.1704936
52.049435,46.477444,66.14708,45.833626,-20.394787,40.692043,-19.800539,65.09175,0.3079007,-2.2163227
44.058167,39.571888,51.30794,39.166782,-10.133852,24.685444,-13.713532,51.870914,0.28232437,-2.0206144
35.32312,30.781473,44.65774,29.851513,-11.079423,25.976828,-13.349787,44.534992,0.30688825,-2.050751
56.243183,44.15054,76.4363,44.150642,-28.792326,56.53729,-25.253654,75.88635,0.33852613,-2.359855
52.80524,48.2963,62.43525,47.81706,-11.672769,30.917013,-17.945133,62.91165,0.25421554,-1.963624
45.378887,42.16867,52.334694,40.92234,-9.882549,25.064428,-15.391701,53.907475,0.24931985,-1.8851957
15.695913,13.803892,14.947669,18.54928,-6.3191023,-0.5173944,7.3148766,18.962336,0.3136077,1.3927705
15.472584,14.8139715,16.23176,16.703661,-3.769287,4.1094966,0.08983789,18.04948,0.3110566,0.30696213
12.267291,11.618302,13.291079,11.530555,-1.2785394,3.0524495,-2.4911885,14.150299,0.4155407,-0.34503567
12.753673,11.773596,17.857668,10.082802,-4.2037635,15.289003,-11.920019,17.498709,0.4994068,-1.6774236
3.1868804,2.0283062,5.7880797,2.2483842,-9.126533,13.820226,-2.391375,6.2042036,0.9175082,-2.1174028
14.794252,13.733531,19.644255,11.870709,-5.225882,15.96298,-10.725528,20.696259,0.52620983,-1.7823656
10.532763,10.014257,9.898182,12.320612,-3.6589632,-2.9619355,10.146562,12.928053,0.3631826,1.6978828
10.586884,9.635378,13.76143,8.623379,-3.0185246,10.2421875,-6.8238316,14.3807125,0.60616684,-1.5967375
6.2859993,5.1204133,9.653563,4.811182,-6.3782887,11.671769,-4.6237755,9.65873,0.790626,-1.7804272
8.293914,6.2122946,13.155202,6.414374,-10.080811,15.396726,-7.0988126,12.795594,0.7655649,-2.126214
7.4691167,5.475462,12.842946,5.421345,-9.282737,18.567406,-8.165701,12.390618,0.763302,-2.2242527
13.218495,10.50492,19.511076,10.383416,-8.923386,20.721325,-10.65405,20.307821,0.62043405,-2.1415722
16.036064,12.743389,23.435192,12.701539,-10.267184,23.094763,-11.137244,23.098671,0.5934668,-2.131972
6.2572803,4.546956,10.632075,4.5065145,-8.00349,15.05844,-5.742027,10.664704,0.80682325,-2.0611868
8.419688,6.292042,13.286078,6.507016,-8.2794485,14.165817,-5.0492516,13.0559435,0.7394146,-2.091211
21.848999,16.762482,20.705153,26.466969,-12.503143,0.2959759,9.897178,26.419373,0.29139704,1.5649266
2.5939965,1.6879928,5.0172853,2.0012922,-7.071663,8.754316,-0.081594676,4.9673166,0.9240362,-2.2162611
3.4532113,2.6279645,5.71211,2.6249743,-4.208937,7.373845,-2.3083637,5.8092284,0.8750871,-2.1316268
5.3257585,4.420373,7.4466987,4.0189877,-2.2310877,8.066148,-4.02095,7.775597,0.8136991,-1.7903554
7.1733136,5.1966624,11.472786,5.0792103,-8.239928,14.709678,-5.076948,11.772235,0.75359535,-2.0204177
16.071064,13.6579275,22.903532,13.352148,-11.461608,20.584177,-10.0487,22.401657,0.52512556,-2.0817733
12.807089,10.820328,18.049725,9.958959,-5.6379585,15.648932,-10.522421,17.71583,0.5246385,-1.9521884
28.866785,25.937153,35.66021,24.784771,-8.083654,21.41204,-11.776396,35.776215,0.38485193,-1.7938648
4.4864135,3.4557652,7.100271,3.3966014,-4.4260993,8.340443,-3.380478,7.4851193,0.8310143,-1.8844898
15.795725,13.436822,22.325512,12.443694,-8.733016,20.71269,-10.797573,22.04668,0.5663311,-1.9358389
3.8266692,2.9263084,6.022626,2.7414806,-2.7988548,7.806276,-4.3218565,5.845644,0.85396063,-1.8635656
6.5655403,5.37557,9.9329605,5.1041913,-4.193938,10.470923,-5.5561686,10.058445,0.7820958,-1.8041028
14.272004,11.641701,21.105965,11.610473,-9.876903,19.903822,-8.574515,20.5381,0.63688666,-2.0315354
6.2380342,5.5873303,8.789522,4.8984966,-1.1289212,7.159393,-5.4279065,8.977971,0.7249927,-1.5273017
3.9856853,3.0533247,6.543441,2.972645,-5.1390533,9.924254,-3.054429,6.376352,0.8566201,-1.9992816
61.39148,54.590282,72.23177,54.08689,-15.599814,36.37989,-20.864962,70.99856,0.24381077,-2.1854122
26.422657,24.011154,33.206535,22.631506,-9.299281,19.943428,-12.084992,33.295498,0.3457043,-1.9129723
53.552753,50.15887,64.012695,47.32207,-12.271016,32.01615,-19.329445,64.255875,0.24383268,-1.9597383
56.31214,50.798206,67.42834,50.382195,-15.748981,35.594368,-19.27737,66.17784,0.28707615,-2.1016319
62.32102,56.525467,75.07913,56.09173,-19.26385,41.26391,-21.592735,73.89083,0.2912892,-2.1587007
48.432144,43.16915,60.991535,40.379623,-13.466821,31.35414,-18.888596,58.18556,0.2552426,-2.3001964
37.602676,34.54084,45.657166,33.4953,-10.603636,25.819284,-13.691914,45.35832,0.33372465,-2.0074382
26.853113,21.44239,38.271946,21.530731,-12.936297,29.11944,-15.681592,38.379498,0.39450264,-2.2953012
54.267582,48.598934,68.26093,46.66718,-17.057095,38.129787,-21.635767,69.25973,0.27767485,-2.324874
55.965954,48.01255,74.21384,48.739033,-23.998144,49.838142,-25.024542,72.928925,0.29618484,-2.341629
25.759855,24.19459,33.617878,22.85471,-7.1036854,21.627188,-13.250625,32.86178,0.3154059,-1.7867283
40.700855,34.663692,52.918404,34.234608,-14.49416,33.359787,-16.75957,52.73397,0.33549935,-2.0956893
30.645176,27.10694,39.927094,26.01995,-10.643214,25.5966,-13.524925,39.25585,0.3879081,-2.0517192
58.92572,54.220562,71.37248,51.880013,-17.325262,38.326603,-20.79076,72.30128,0.2801683,-2.1445854
55.840446,51.799953,64.50647,49.226913,-13.561142,31.831785,-18.18352,64.947075,0.27862307,-1.9364471
54.591515,47.28771,66.67247,47.57182,-20.305254,39.719097,-20.0567,66.32481,0.29353806,-2.2718415
46.086094,41.764664,57.653065,39.479626,-13.66599,33.483032,-18.973766,57.965546,0.268458,-2.1995962
51.235477,44.34213,65.80066,40.70566,-16.614416,39.069828,-21.935486,64.08009,0.2886917,-2.3575788
52.65699,47.12699,64.91579,46.349148,-18.320671,38.776707,-19.923235,64.39926,0.31738243,-2.128558
33.81125,32.771427,39.996185,30.474,-7.0001764,19.690617,-11.168489,38.69547,0.2540225,-1.5547887
47.955387,40.546684,63.333992,40.40749,-19.741764,41.543682,-21.60148,63.31338,0.33558977,-2.27488
43.024967,34.8226,54.36288,35.829826,-16.48568,36.232666,-21.46171,57.41678,0.28971666,-2.2848737
66.2001,57.2381,79.733536,57.484234,-22.239538,45.142365,-21.837563,78.27392,0.30592993,-2.2559206
47.75381,39.680466,60.86178,40.59623,-18.583748,40.51586,-19.59831,60.024055,0.31641847,-2.1983297
48.090263,41.494625,61.2111,40.536026,-16.056612,36.848537,-18.385113,59.91324,0.27915514,-2.3078403
52.626385,46.40979,66.58387,45.82037,-17.46986,39.523567,-19.924524,65.255035,0.29396734,-2.1769476
43.17941,38.491016,52.972305,37.516434,-11.948203,28.766579,-15.123551,52.677128,0.28583938,-2.0571268
41.79091,37.809883,51.29462,37.834763,-10.803533,28.178474,-15.2288065,50.33363,0.28984722,-1.9749503
56.549084,52.28789,66.3689,49.524067,-12.558221,32.741516,-20.244944,67.83874,0.24978042,-2.0537767
54.61157,44.906372,70.51295,46.0234,-23.83684,49.0263,-22.47019,69.7772,0.35362658,-2.2935178
12.633866,9.310225,9.282605,18.894983,-9.888116,-8.369713,18.717047,16.8229,0.45446143,2.7263339
12.656413,9.751501,9.763277,20.567915,-10.41648,-9.1850195,19.961514,17.823826,0.4733479,2.7857072
14.437753,11.747371,11.625886,20.136013,-8.38804,-5.4375334,15.800689,17.280157,0.3655429,2.4824383
10.076054,7.3887486,7.277869,16.134256,-12.001547,-9.422971,20.333405,14.693791,0.5285152,2.809107
40.327045,30.766933,36.775642,53.00331,-21.233105,-4.926861,18.391768,52.1598,0.40391228,2.633726
10.264738,8.157107,8.402681,15.34796,-9.491604,-7.592764,17.80421,14.09658,0.44653064,2.6119964
10.621378,8.137089,8.05853,16.332785,-9.418887,-8.467302,18.401041,14.508774,0.49798122,2.725395
9.665553,7.7355757,7.9019585,14.042243,-9.98561,-7.160088,16.974337,13.699203,0.41428724,2.5618186
25.466639,18.516787,21.87434,34.569843,-19.776348,-4.76146,17.288797,34.238617,0.41957766,2.5877342
10.660524,8.800859,8.818342,13.926943,-8.000335,-6.162636,15.488897,13.929553,0.44248667,2.4522154
15.369463,13.405105,14.728961,18.468843,-7.6868057,-1.4431852,9.596799,19.092869,0.3284847,1.8338102
13.485194,9.791893,10.637305,19.766106,-12.447588,-8.728213,19.457521,19.742884,0.5109759,2.7817037
11.494487,7.754875,8.187153,20.537868,-14.536418,-10.392341,21.784897,17.960695,0.5674642,2.8680642
14.021294,11.271492,10.976258,18.336754,-8.804183,-6.1045303,15.313611,16.95625,0.4000495,2.5002995
11.124107,9.032949,9.082343,15.292246,-6.7596097,-6.2470255,15.550769,13.327207,0.41671017,2.4631484
13.776179,11.421494,11.282232,18.254873,-8.1924925,-4.9662604,14.8377,15.99546,0.3944251,2.4222953
8.988935,7.616626,6.322246,14.419615,-7.467574,-9.008559,18.392881,11.886105,0.49535885,2.7502806
14.063163,10.747454,10.309436,22.143045,-11.515606,-8.692265,19.008692,18.905872,0.47057572,2.7655528
16.991621,13.985002,13.827938,23.8622,-11.388316,-5.6917934,14.914471,21.589401,0.4013867,2.4983153
5.4792256,4.5818934,4.6288486,7.551753,-4.482686,-7.477064,16.331308,7.3195233,0.53165644,2.5113778
10.34011,8.254375,7.913659,15.557121,-8.398391,-8.288068,18.218906,14.399019,0.49092802,2.6990285
13.738004,10.671752,11.14721,19.64849,-11.2088785,-7.3079762,17.586021,18.36318,0.42878002,2.6229413
12.846654,9.146723,9.828418,20.980701,-13.62615,-9.488989,20.382687,19.016176,0.5093389,2.809188
11.823181,9.154196,9.632697,16.68009,-9.251839,-6.232074,16.947315,14.741755,0.39626724,2.462009
13.162134,10.459146,9.959924,19.392859,-9.872914,-7.6925154,17.774925,17.522646,0.4705241,2.701031
12.284951,9.214688,9.79534,16.686357,-7.946043,-7.490966,16.842173,15.909934,0.4039662,2.619462
13.568924,9.945253,10.307529,19.078192,-9.189154,-7.139313,17.226332,17.442102,0.42361087,2.6442442
10.235989,8.465474,7.695207,15.1469555,-8.259128,-8.185465,17.314327,13.743942,0.45785025,2.6727526
13.119743,10.418643,10.345438,20.082367,-10.671337,-8.010897,17.942917,17.612375,0.47228745,2.6804843
9.425496,7.2589006,7.485502,15.529026,-10.658749,-8.997822,18.753633,15.723459,0.5469587,2.7563612
11.645462,7.7244287,9.094637,19.145721,-14.918939,-9.47807,20.533531,17.18384,0.49810356,2.7615335
11.8507805,9.500279,9.364299,16.072369,-8.017921,-6.4274,16.16139,14.67097,0.4280443,2.5348082
12.336785,10.307203,10.759403,16.458124,-6.276268,-4.9659677,13.993355,15.2412815,0.3835452,2.3295932
11.276638,8.293027,8.943661,16.029444,-9.901334,-7.9907656,17.354586,16.080832,0.47506043,2.66734
11.453699,7.992289,8.298755,17.591034,-13.095261,-9.42395,20.649427,16.223476,0.47548085,2.8179884
9.185469,7.4509006,7.033412,13.461611,-6.817301,-7.780772,16.609478,11.784129,0.49546376,2.629783
8.525724,7.1348753,7.1101418,11.995131,-6.8613496,-6.503455,15.331132,10.70697,0.47616148,2.4521775
11.560706,9.477956,10.491306,14.216936,-7.31374,-4.2697296,13.586748,15.604428,0.35757014,2.198597
12.894666,9.784505,10.110451,16.30661,-10.532777,-6.6238413,16.473576,17.06067,0.36267465,2.5453098
17.62286,12.301202,13.060948,26.057142,-15.8694935,-7.606471,19.073359,20.74803,0.40847754,2.7108765
10.96076,8.338757,8.111745,16.81825,-9.333791,-8.555148,18.487185,15.00254,0.49324757,2.750643
10.721105,7.929169,8.313046,15.792419,-10.875863,-8.768547,19.47159,15.913865,0.48659816,2.7879107
9.175461,7.134953,6.7038207,14.658269,-8.7204485,-9.160532,18.44616,13.859614,0.48715702,2.7503161
16.073303,12.505713,12.310889,24.04957,-11.855912,-7.098081,17.984774,19.266844,0.42273444,2.657685
11.229181,8.831731,8.632043,16.788822,-7.766101,-8.282418,17.2072,14.739426,0.42026618,2.6244571
17.94745,13.835985,13.910383,27.80819,-14.18434,-7.420909,18.856441,24.77088,0.47538874,2.744285
11.54786,8.992247,8.904588,18.304129,-10.265034,-8.658931,18.984325,17.058401,0.4646723,2.7438035
11.701515,9.641941,9.30155,16.862694,-8.109719,-6.97765,16.407057,14.973985,0.46166852,2.617103
20.873295,16.90914,18.723291,26.917244,-11.980105,-2.6066687,12.122258,25.97115,0.35421035,2.2781837
11.348753,8.205558,8.887036,17.27954,-10.510128,-8.643476,18.291569,16.206226,0.4590226,2.7506082
18.372215,14.71962,14.386149,25.165737,-10.936872,-6.056388,16.241991,21.847687,0.4062943,2.5930111
9.518147,7.425402,8.052558,14.629282,-10.45896,-7.8231583,18.045427,14.311195,0.4853055,2.6925979
11.257516,8.422577,8.788726,15.474705,-8.655589,-8.104934,17.723772,14.515703,0.43420413,2.7022245
12.225222,10.820066,10.508484,16.590685,-6.5017037,-5.2904477,13.173523,14.688472,0.37023392,2.23132
14.906415,12.914148,13.969008,18.292917,-6.9547477,-1.7464372,10.14101,17.825754,0.32506526,1.6653037
16.127424,12.537116,13.456904,22.434177,-10.980645,-5.3188643,16.215439,19.997557,0.4039972,2.5139236
11.77959,8.797563,8.957763,17.822996,-10.174374,-8.765358,19.332214,16.6245,0.46869233,2.7630486
11.370889,8.590317,9.262851,18.072718,-11.614211,-8.086161,18.872028,15.782701,0.4808175,2.6657903
14.328228,10.555642,11.209559,19.770643,-9.550667,-7.4871917,17.392319,18.843174,0.41711932,2.6522036
15.04023,12.597192,12.754691,20.416506,-8.3718195,-4.5606136,14.035531,17.636734,0.36338052,2.3538945
20.074781,17.5901,18.891169,25.24063,-7.9487886,-0.6224095,9.501346,23.996721,0.28774434,1.7150923
11.997673,9.094868,9.743626,19.111061,-10.847818,-8.891045,18.2406,17.73409,0.45899072,2.7483602
3.7141645,3.0900843,2.5854173,6.065658,-3.8114195,-10.2100525,19.489716,5.2527266,0.6687492,2.7929688
10.384395,8.330183,7.4907675,17.820375,-11.958476,-9.219693,19.732368,15.557383,0.5368815,2.8085454
14.460484,10.730357,11.403333,21.896807,-11.707292,-7.9538684,18.485165,18.882845,0.46774694,2.703375
10.514093,8.365517,8.979028,15.481651,-9.384816,-7.138013,16.922178,14.425087,0.44730237,2.5558536
12.604211,9.141043,11.006414,16.038858,-9.753092,-4.8692446,14.830154,17.223507,0.39288852,2.4337058
11.860048,9.261688,9.159981,17.05396,-8.709202,-7.0254655,17.114439,14.871525,0.4223991,2.6045184
9.363525,7.5039887,7.3577466,14.032901,-10.669153,-8.048216,17.972021,13.121139,0.5019984,2.6946094
18.748196,14.484899,15.987001,24.601894,-12.52421,-5.113346,15.819562,23.364956,0.3575884,2.4990456
