f1,f2,f3,f4,f5,f6,f7,f8,f9
56.150692,40.341724,61.71712,97.76364,61.206924,101.589226,98.88727,25.746641,57.57609
58.622868,52.72807,74.13922,97.25188,82.98903,124.00826,90.13013,41.053665,74.7487
48.569645,29.206686,52.95593,89.83974,52.69683,94.14219,73.07709,24.52762,54.35257
62.13235,27.078836,50.7803,98.608376,50.19199,91.73639,86.961464,23.51118,55.047962
80.547775,27.04854,50.77362,117.48636,48.99799,95.20194,100.49282,25.556414,60.93766
62.948257,28.20793,52.130604,97.63619,50.484524,92.70321,87.633545,23.33143,56.228333
52.603775,26.142162,50.28763,93.381035,48.30067,90.14663,67.102585,23.351688,53.057796
52.788723,26.270235,50.773396,95.60644,48.782036,91.52677,69.18928,22.993416,53.425884
54.21207,25.74375,49.9143,95.9122,48.152645,90.12478,66.4639,23.436863,53.31796
49.071285,40.99168,65.16515,86.87247,59.223824,97.78466,82.01703,24.246946,53.64455
51.228874,29.868902,53.36003,94.9401,53.569817,95.80135,79.25561,24.20285,54.78516
50.796642,25.065393,49.297043,93.75548,46.732693,89.16335,61.457134,23.150707,53.374454
73.95535,24.829594,48.877907,109.06529,47.328278,91.339806,90.62335,23.602104,57.574936
54.171482,44.6504,65.452225,94.7543,65.17175,103.35247,99.65629,25.661148,57.110874
49.36879,29.049437,52.5521,94.645096,52.42221,95.97102,74.81323,24.205267,54.45599
51.118626,26.458082,50.227024,93.411545,49.75133,92.61728,69.555954,23.461498,53.573887
52.588905,44.70029,65.17039,95.785355,64.568474,103.58678,100.31807,25.803513,58.434734
56.283623,41.68307,62.979145,94.78212,61.505943,100.84394,98.83233,25.597721,57.719246
52.31334,27.30283,51.250393,93.18699,50.840923,93.09561,73.37607,24.247879,54.60349
71.63031,70.04773,90.56037,100.8497,90.35611,127.318634,87.37447,43.78972,77.02975
51.85603,39.454468,61.12219,92.1669,61.422867,100.2168,93.22451,25.20178,56.109543
51.23399,25.53902,49.865475,94.78518,47.563213,89.89638,66.47418,22.723051,52.857197
65.119,26.496412,50.29181,103.26714,49.350033,93.02547,85.26244,23.19882,56.356316
62.481583,28.175426,52.81971,95.53713,48.51985,89.99189,79.04032,22.878595,54.221336
48.122738,36.12797,58.514828,92.194115,59.796154,99.97624,85.11483,24.654621,54.816696
56.32982,44.697758,64.55002,94.04755,62.19791,100.64962,99.39449,26.542904,58.923077
66.06142,26.834866,50.49912,99.001366,48.783005,91.22581,86.732895,23.098019,56.416153
53.545753,40.32138,61.73429,97.782295,61.985645,101.76304,97.87135,26.418678,58.06054
52.38357,45.102814,65.75899,93.891815,66.446365,105.06687,90.38745,26.542196,57.04069
60.069065,29.153648,53.12201,97.80509,50.799816,92.83968,83.94859,23.545357,55.687332
69.461784,32.270447,57.184578,109.3464,50.75404,93.680725,90.43716,24.119463,56.91599
51.208126,26.47612,50.259766,94.6724,49.782387,93.35381,69.30005,23.687416,54.135975
53.21883,24.603947,48.6068,95.58809,46.82631,90.08763,63.44252,22.49885,52.99153
47.59601,31.481602,54.486187,91.48925,55.79746,97.13035,74.49876,24.558733,54.553062
61.664356,29.186594,52.404297,97.66477,51.43924,93.78634,89.80013,23.77482,56.558113
57.79357,43.977398,65.654594,103.416306,67.081436,107.93765,107.75387,27.902771,62.35053
53.299427,53.249714,78.36769,85.39479,90.39979,129.22467,55.137657,55.234135,84.847145
54.524803,50.710327,70.42145,96.41398,70.04232,107.08749,100.60134,28.274963,60.367336
64.62889,26.519154,50.111313,98.11978,47.961666,90.21658,83.77713,23.126213,55.64989
69.404205,70.8741,94.83986,90.949165,94.034775,132.47453,83.246025,64.40194,100.67064
44.18879,33.37718,56.63297,89.23075,58.80555,99.23015,72.9771,25.24199,54.474934
49.95895,43.864574,64.78935,93.35042,65.85186,104.242836,92.74989,26.816708,57.942318
61.00071,25.721735,49.43872,99.475815,48.58277,92.0984,77.26714,23.206398,55.3435
68.99765,28.86895,52.292652,102.28245,51.861115,93.71167,94.64408,24.411037,58.07132
56.603336,54.40932,73.00941,95.68339,76.32051,113.88194,104.22266,31.38407,66.76593
65.17881,56.141518,74.475746,107.573944,74.52115,115.07862,107.19095,33.68128,69.71984
59.339367,30.153135,53.02771,100.261635,53.759834,95.90303,91.15153,25.01172,57.76036
61.308254,29.328585,52.86678,94.99339,52.06614,93.97267,87.87182,23.178226,55.53703
69.54654,26.524506,50.18867,103.40397,49.68175,93.28432,95.2439,23.247564,57.724316
58.42913,42.545654,65.16114,98.72487,64.30356,103.34945,100.79301,25.965076,58.252254
52.867393,29.86291,53.574696,94.88306,53.175037,96.32433,83.864914,24.773825,55.298557
54.46949,46.365086,66.06318,93.19544,65.66374,102.283264,98.02491,26.115265,57.50021
64.55883,28.812973,52.286476,101.47699,51.99375,95.09519,94.00437,24.316277,57.97797
63.51293,30.090956,53.262985,100.48441,53.106476,95.412056,93.89418,24.509377,57.542946
60.225163,27.175274,51.293854,99.7155,50.75741,94.53721,83.69144,24.361542,56.646397
43.869083,33.94519,56.19281,91.636566,59.10534,101.56785,73.227005,25.542624,55.417675
60.502316,36.471306,59.173775,101.671974,56.53259,98.91483,98.05114,24.998241,57.360527
53.439568,31.264906,55.21777,89.944984,52.966103,93.405396,80.00398,22.904852,53.319397
46.532066,44.990547,67.60883,89.20103,76.19273,114.69369,67.20309,34.039467,63.454292
48.013386,40.394245,61.851974,90.66349,65.749054,104.65124,78.601524,25.96275,55.566887
55.75915,47.127327,67.05246,98.605446,67.63582,106.15871,102.85154,28.272675,61.358788
60.099453,27.361917,51.22341,97.155945,50.07216,92.2933,81.874435,23.64005,55.5738
48.84176,27.403473,51.224052,93.29822,50.483604,94.027504,69.16014,23.619167,53.73027
48.301235,30.168234,53.67519,90.49801,53.78938,94.94319,72.61337,23.659292,53.197273
58.437748,27.720074,51.324097,96.3304,51.36643,93.72165,80.85839,23.363375,54.987495
81.79738,81.8703,104.954666,132.38538,69.718956,116.15054,116.3076,47.087395,81.76746
55.739677,30.082169,53.579784,94.0545,53.027126,94.19503,81.31788,23.990173,55.212906
42.85077,35.34457,58.476246,92.10776,62.148342,104.605415,72.31537,26.672071,55.779404
56.896255,48.057545,67.26327,100.43194,67.54543,106.880806,101.88232,27.11209,60.047474
55.408173,45.971317,66.33408,101.732376,69.61668,110.68243,95.44655,29.364,62.605255
51.88037,43.79525,67.08992,88.51453,61.645027,98.81725,88.12071,25.156164,54.974266
55.612587,25.37158,49.34715,96.787895,48.292572,91.832115,69.139595,22.953823,54.004063
56.215225,52.356426,75.84768,90.646286,85.20896,125.36733,74.72843,49.92535,84.24733
50.542072,27.99136,51.853374,92.506256,51.08111,93.16226,67.92871,23.892836,54.331425
60.769794,52.133297,74.14198,99.0653,69.11224,107.35485,106.11425,27.46512,60.540283
47.95239,32.562798,55.243065,91.24056,53.6976,95.658356,79.075134,24.305756,55.54776
42.94146,38.64151,62.150677,91.04235,70.32188,113.163635,65.660706,31.94611,61.898293
56.95025,28.221642,52.109516,97.45575,51.317184,94.2461,81.96807,24.428888,55.784622
54.1587,28.703793,52.88524,94.701515,51.74202,93.366516,77.64427,24.093063,54.884594
67.52943,28.31694,52.330296,105.79137,50.802856,94.81071,91.9982,24.84935,58.52711
54.55781,31.60553,54.66589,97.16565,56.236,98.145935,89.263374,24.878244,55.697926
56.506435,57.628387,77.30802,87.69682,82.86811,119.3026,76.32339,38.33977,70.56429
50.15295,40.04201,60.924786,94.30273,61.13693,102.004,92.617836,26.912998,59.231438
58.19859,52.727634,70.84245,101.32805,76.81658,117.180084,100.38827,32.984173,68.286476
47.435017,33.045193,55.561348,92.12591,56.19193,98.49457,76.88348,23.938782,53.638607
59.686966,62.178936,83.17659,89.653824,84.531456,121.5571,98.327965,45.739086,81.911415
48.854702,31.976313,55.116306,93.07399,55.521404,97.511765,79.785,24.842354,54.629036
60.262314,29.240742,53.022854,96.51957,50.83953,92.56962,86.051056,23.94338,55.852444
53.48598,37.96786,59.955914,95.78656,61.109493,101.65581,93.394165,25.540554,56.820972
54.464893,30.857029,54.81268,98.4863,55.069263,98.75522,93.087524,26.24262,59.16844
59.497967,32.279922,55.737602,99.24454,54.973026,96.691284,91.50239,24.877392,56.771355
53.655243,49.394474,71.60991,88.229935,66.94195,102.68762,96.596504,25.724894,56.772293
52.93788,26.299463,50.069504,94.94696,49.396057,92.137474,72.82975,23.661804,54.325386
62.720566,26.914547,50.850227,99.51556,49.499374,91.78044,83.20657,23.420994,55.423515
50.37478,30.63567,53.67544,92.56944,54.39006,96.21223,79.990204,24.124062,54.866447
52.742912,41.47369,62.723656,93.23555,64.0841,102.84282,90.08229,26.72813,58.419697
68.75129,37.805275,61.184193,104.16771,54.86153,96.86405,99.959,25.133362,59.02514
56.64418,38.22227,60.538906,99.6284,60.73852,102.363525,100.27073,26.121733,58.687653
53.33487,26.875923,50.74569,95.652534,49.111237,92.284134,73.89436,22.84384,54.122074
43.887096,30.976974,54.776745,94.07788,57.787205,100.50585,79.143234,25.98079,56.436024
47.90108,44.73487,65.701965,95.95043,74.7501,117.229065,97.07387,40.311348,76.79363
46.35871,31.11836,53.756603,99.4658,56.52171,100.47592,73.664116,24.052639,54.251003
67.56741,25.44804,49.423595,101.493324,47.917976,90.80284,84.88995,23.589785,56.37757
57.4391,27.212543,50.88984,96.17636,50.19607,92.911,79.25202,23.69833,55.481785
69.82,26.576311,50.579613,104.20209,48.828384,92.139786,92.51726,24.511713,58.84227
51.93089,33.56169,56.525238,95.161316,56.061085,97.74577,85.36144,24.975655,56.113792
56.44113,28.065771,51.862625,96.39572,51.45196,93.70728,77.805016,23.264746,54.57843
51.11191,38.056957,59.631283,93.230865,60.968838,100.35683,88.256065,25.732454,56.181675
57.20766,39.17346,60.952713,95.12336,59.974506,98.87892,103.05642,28.755413,61.014416
56.173717,70.72939,106.97156,78.33657,59.586647,93.24684,58.918766,24.06008,50.645477
51.649582,46.157658,65.05569,95.18193,67.9726,109.71064,102.474075,30.61927,65.22095
55.510796,29.732365,54.43518,92.18189,49.21253,89.64754,72.78244,23.179684,53.090424
55.21143,40.957954,62.544106,97.43264,63.798313,103.44011,102.24827,25.895628,58.404316
47.860207,34.38588,56.38084,93.19138,58.393204,99.557724,84.91399,25.034296,55.807804
55.212658,27.585915,51.611053,92.73511,51.0538,92.83417,79.13701,24.044844,54.77585
59.9478,34.48069,58.365402,103.56189,56.86477,100.40713,99.995255,26.225035,59.968456
50.497047,49.83217,71.32474,88.13525,83.35046,124.242905,82.70018,49.478695,86.05787
57.297913,38.712173,61.34659,101.109085,60.673725,101.73692,101.61435,26.584444,58.946133
55.421135,27.963636,51.80638,95.23849,51.522003,94.18007,78.44519,24.225565,55.18664
63.944523,63.478714,86.209175,96.265434,84.16051,120.50423,81.68339,38.796146,69.62889
59.142303,28.317978,52.3453,94.94687,50.064587,92.0695,81.10182,23.613436,55.61846
50.570816,26.449986,50.117218,95.19575,49.92995,93.02005,68.0604,23.734524,53.991173
70.06574,26.560823,50.497116,103.80388,48.489895,91.32747,89.04331,24.089956,57.837097
47.33611,34.638508,57.574577,95.06282,57.927128,100.87914,84.16838,25.776783,56.78545
59.93183,55.11292,74.89748,98.67814,73.49887,110.68796,107.70812,30.750916,64.66342
58.88388,31.687643,54.312145,97.252396,52.823803,95.330734,89.111885,23.861444,56.04354
58.888996,26.325214,49.824078,98.34825,48.891235,92.17442,77.09633,23.267712,54.772194
41.807945,34.546844,56.640347,91.08184,60.350235,102.12049,75.95006,26.1426,56.129868
51.70114,35.67778,58.526253,91.65417,58.167137,97.93845,87.81061,24.733719,55.574837
48.97991,27.37684,51.12702,94.637985,50.683517,93.49045,72.22854,23.585466,53.995014
51.225548,45.575466,66.460915,92.00434,68.8701,106.8189,91.52782,27.695398,58.580788
54.514244,40.587288,62.951057,91.25969,59.486107,97.758896,89.40246,25.171427,55.40606
52.11309,25.143742,49.51069,93.06869,46.610283,88.722725,62.034325,22.193344,52.225807
56.27723,28.470703,51.779865,94.16935,52.050404,93.96383,81.05248,23.681007,55.7648
56.292915,26.8279,50.42782,96.192726,49.16297,91.36,73.75158,23.977226,54.325333
54.20176,61.689907,88.86929,82.28733,67.85418,100.63259,77.04226,26.313564,54.526836
56.360016,26.608627,50.233974,94.813,49.247425,92.11021,79.96017,23.730768,53.94616
50.002514,36.552887,59.034386,97.52272,61.54328,103.51158,89.38714,26.200596,57.03765
50.47623,24.913668,48.926548,94.30655,47.662663,90.5851,62.143864,22.661562,52.806347
74.61991,73.370834,91.19637,122.511444,74.93112,118.610245,116.09543,38.622322,74.89948
59.867672,62.547688,84.566315,93.2756,82.43756,121.25689,109.05198,45.175007,87.339905
54.384586,41.879696,62.897854,99.05522,64.85896,105.50634,100.833786,27.355892,60.539577
58.492344,35.617867,60.008957,94.336464,55.827053,96.08161,94.49561,24.086418,55.217617
41.42068,30.956306,54.02408,90.73503,54.022247,97.92317,64.46919,24.831758,53.31878
54.973965,46.35413,66.74749,100.35796,67.518486,108.12956,102.197845,28.29743,60.986313
70.97039,34.512115,57.992764,110.61451,54.888046,99.23676,101.920876,26.018158,60.66837
43.446625,36.727165,59.34524,88.275696,64.27213,103.81661,73.82674,26.123068,55.635715
47.746216,33.847427,57.254456,90.8303,55.3239,96.47487,76.73854,24.459528,54.659096
55.80935,27.469097,52.546078,93.63772,49.393566,90.419,74.17492,22.72593,52.846764
59.82289,33.49959,56.196312,101.93773,56.11315,99.19921,96.67127,25.655495,59.522404
49.29245,25.882313,50.028114,93.00661,48.374504,91.9756,63.399387,23.212925,53.33522
56.426083,30.89089,54.520546,95.80346,53.84177,95.21436,87.82004,25.051012,56.916706
71.73507,25.65997,49.83047,105.144615,47.502075,90.2662,86.559006,23.056458,56.377472
60.742664,29.42225,53.298412,96.075554,51.896812,93.51536,87.34607,23.752192,56.060814
49.580627,40.927624,62.462593,89.20881,62.87535,100.540886,88.38268,25.939741,56.44394
61.93021,30.119614,53.94402,98.9119,53.476994,95.03155,92.63452,24.36097,57.51198
71.05506,26.298134,49.89709,103.63274,48.48352,91.98038,92.89485,23.271084,56.81224
47.79039,26.104448,49.839993,96.42983,48.981636,93.037346,62.654625,23.224926,52.75854
45.880833,29.605566,52.878574,90.593346,53.12244,94.55765,67.97265,24.48978,53.804615
45.96873,37.67657,59.05339,90.08677,60.93232,101.11527,82.942184,26.73352,57.356213
55.744682,45.626793,68.43191,92.911934,63.192574,99.83432,98.259544,25.231337,56.110172
55.274376,26.917006,50.52493,94.222336,50.085445,92.193245,75.47269,23.580444,54.832355
45.527744,32.721886,56.254112,88.971985,56.253548,96.6095,76.98585,24.297123,54.03385
43.645527,33.006996,56.602184,94.546364,57.762444,101.59656,71.061745,25.943197,55.01895
46.842525,29.06175,52.92848,92.206474,52.841507,95.615074,76.0661,24.725296,54.970078
54.8102,30.157434,54.158554,92.82863,52.263165,93.206184,78.076256,23.924109,54.626293
57.29984,51.074223,72.18218,98.871826,69.837685,108.15049,106.170265,27.598673,60.395485
52.656826,36.19516,58.76231,97.48947,62.034363,103.60623,95.95833,26.411676,59.163147
51.910213,33.68047,56.670303,93.41844,57.044445,97.52687,84.09192,24.702597,55.381626
58.140217,47.722248,69.4338,101.640884,67.06634,106.57589,108.32638,27.857548,61.78483
59.9348,47.482426,68.529205,103.3931,64.51636,104.26358,108.285355,26.931599,58.795086
44.60797,39.58189,60.958027,91.77067,65.01394,105.27135,73.75193,26.577374,56.455734
60.763638,27.694067,52.507904,97.53274,47.79475,89.61457,73.195145,23.02276,54.673256
57.29458,51.880703,72.09841,94.502945,70.84156,108.18819,101.00765,29.183968,61.98209
65.174225,31.217821,55.60743,98.895645,50.719563,91.683334,87.62837,23.706215,56.45601
67.10211,27.919382,51.28385,102.82768,49.47431,92.22372,88.56245,23.253487,55.55206
55.820683,37.639465,59.713833,100.250725,60.169434,102.628586,96.89433,25.633715,58.513992
48.606567,30.469582,53.27411,93.24602,54.88242,97.62424,74.23333,24.245996,54.97279
53.354443,27.68848,51.496506,93.99356,50.23979,92.94536,73.509254,23.568167,54.05713
64.183754,25.288525,49.368347,98.04654,47.425617,90.05732,79.91562,22.979624,55.219475
46.32267,37.788963,61.96206,87.0871,59.87316,98.83742,81.50184,25.23741,55.26213
48.113274,31.030476,54.009724,92.2214,53.29919,94.74041,75.44375,23.62799,53.55259
64.1209,75.50971,108.367775,88.14449,65.54669,97.41716,87.4158,25.405048,55.514896
61.833065,27.58231,51.410694,99.4196,49.662884,92.12325,88.16535,22.733229,55.021954
61.336174,40.161663,61.502098,100.55334,59.827568,99.69125,99.853004,25.506186,57.819546
54.47307,28.259546,51.819656,91.98679,50.965397,92.46445,76.4173,23.602497,55.244217
45.79801,27.576487,51.382854,94.52405,52.01955,95.64881,65.17883,24.010965,53.067505
63.862858,27.054718,50.88164,97.91166,50.166668,92.28796,85.78879,23.697956,56.659714
57.4382,29.010212,52.31961,97.65668,52.24202,96.143074,91.320244,24.95148,57.691193
52.71595,37.148903,58.918724,96.96124,61.113747,102.0405,92.82796,25.95276,57.034412
55.259674,31.947014,55.149815,93.79744,55.176502,95.658485,85.7994,23.905443,55.15492
55.28246,26.259346,50.282837,97.98371,49.396374,92.977715,72.67357,23.867546,54.726685
58.323692,33.90817,59.07675,102.31681,52.918728,94.40315,84.93037,23.215397,54.19242
55.691696,25.51048,49.53546,92.50467,47.313587,89.7705,71.072784,23.453918,54.617886
65.73711,26.647333,50.74811,101.03315,50.051544,92.27933,87.94044,23.811846,56.909718
59.610172,28.168604,51.80521,98.11072,50.938793,93.792,82.82142,23.892582,55.85962
54.834988,29.734676,53.64594,97.61678,52.942596,95.85148,84.284805,24.798016,56.555477
49.538963,47.188736,69.71061,91.83065,78.776764,118.252144,71.577225,37.833492,68.082405
57.639526,29.259245,52.814728,98.23924,51.54706,94.17045,84.08532,23.564407,55.12581
48.569477,42.07704,64.2645,89.78402,64.36465,102.13319,88.64888,26.270916,57.047573
52.297115,26.165047,50.02326,95.48974,49.684017,93.586006,71.51026,23.191906,54.14462
50.75881,28.992802,52.48621,95.130585,52.944317,96.571686,77.938156,24.193089,55.28068
76.356964,24.14147,48.06149,105.44397,45.52397,88.66774,89.24399,22.486471,56.30592
63.044815,25.84437,49.63227,98.22583,48.489967,91.16287,78.437965,23.355875,55.623455
58.224716,26.627016,50.619278,97.50212,49.428886,92.97176,77.57633,23.84431,55.88029
58.07915,29.00212,52.608273,99.22706,51.184555,94.18038,84.25314,23.589373,55.71753
57.905586,39.452618,62.6044,93.7118,59.18309,97.817245,93.69082,25.152622,56.9093
54.568752,41.057636,64.6638,89.624886,58.430515,96.04279,89.18884,24.712585,54.695343
56.77754,65.200066,102.79445,80.16667,79.19376,110.09708,57.221245,33.530895,59.593502
56.06837,39.896862,61.75892,102.789925,60.447197,103.55285,98.60458,25.998358,57.878807
52.892956,47.281715,67.382454,91.49771,73.99955,111.54444,83.7584,31.1387,62.502228
66.4597,30.355358,54.396385,100.578125,52.08087,93.74891,92.06277,24.599848,56.88151
59.31847,51.811035,75.462105,94.489845,64.80777,101.74115,101.3439,26.963799,58.74245
70.45433,32.94805,56.969364,105.64751,53.55367,96.220795,98.93247,25.432707,59.684917
54.83684,46.040485,66.38481,97.851906,64.27024,103.962555,100.3913,25.611523,57.33528
60.287243,25.983173,50.392197,97.74473,48.10818,90.81847,75.73072,23.647976,56.100662
67.50769,27.508858,51.58269,101.78123,50.085403,92.472206,90.517296,24.510954,58.223774
44.63569,34.750683,57.637363,92.66166,57.856956,100.14994,78.73576,25.424545,54.847256
53.93874,39.930447,63.697895,89.12186,58.358246,96.60858,90.570465,24.936666,55.677723
57.650284,33.773148,56.393402,99.081894,54.81901,96.74235,88.8067,24.925087,56.462357
56.53787,49.23226,68.606865,94.88286,69.105774,104.89836,99.65098,26.542221,58.42587
44.27397,29.69493,52.754128,92.628944,54.12269,97.462776,67.81943,24.081018,53.56487
49.425587,27.486042,50.95724,91.416275,49.48226,92.303856,69.898926,22.751768,53.713646
70.2739,25.131006,49.029526,103.76185,47.367996,89.75152,89.1543,23.139109,56.793533
74.214294,26.671753,50.67805,109.084015,49.08348,94.01528,94.74962,24.207212,59.153313
59.829124,25.210018,49.14117,97.90788,47.277966,90.83768,74.18534,23.606188,55.11143
50.524033,30.459692,53.834393,91.41845,53.17566,94.428375,76.18097,24.193531,54.493744
49.64335,26.173216,50.331116,91.41661,48.52926,90.87672,63.952145,23.429565,53.15729
52.161415,28.347485,52.88332,90.83062,48.55992,90.03831,67.97878,23.409204,53.009422
66.960106,27.477774,51.06145,98.56145,48.96521,90.73071,88.88243,23.33969,57.15962
54.59938,34.551815,57.69563,91.9602,55.394196,95.61694,88.2918,24.167002,55.457127
65.186905,32.906956,56.17184,103.310936,54.06386,97.48745,99.58005,24.697557,58.625874
58.2471,26.755121,50.6142,95.06501,49.38281,91.871086,76.789406,23.51546,54.97364
53.48783,35.03614,58.133068,98.94306,56.981834,99.71612,92.3713,24.955921,57.37039
56.43625,24.213694,48.211266,97.99036,46.312893,89.68325,64.49562,22.411404,53.135517
67.475395,79.088394,104.97805,89.9602,77.28343,109.16873,75.28378,30.292725,59.38054
51.098885,36.366287,58.56099,94.32906,60.393612,101.258194,92.98366,26.151846,57.810238
53.181313,27.34027,51.19141,94.141396,50.596607,93.37787,74.35244,23.250801,53.52617
64.679825,26.245876,50.079685,101.00363,48.854313,92.46434,85.4801,23.513048,55.935204
