f1,f2,f3,f4,f5,f6,f7,f8
190.53148,67.02411,0.0011322101,0.00035412444,1.5955524,7.439891,2.2611861,5.506078
117.39076,145.48015,0.011093846,0.0005735291,1.7113277,3.0049088,2.4598653,5.127253
137.94516,72.84031,0.016023835,4.4849185e-05,1.7351987,2.0390348,1.8038963,1.3001678
187.75441,63.903393,0.0011295974,0.0004437897,1.683845,3.5080323,1.7716671,1.3006223
162.26038,54.915573,0.014668813,3.7398604e-05,1.6139343,3.854748,1.9258165,2.5991375
210.93098,106.47978,0.001787444,0.002926747,1.5306128,2.0030951,1.9494328,0.9612954
173.8381,62.197845,0.0014087558,0.00018860234,1.7292567,3.0508382,1.6453699,1.1889869
169.1721,147.29192,0.0098666055,0.001054585,1.7801524,2.1346765,2.5308115,2.6730928
141.62273,141.35785,0.010770778,0.000682599,1.7759895,3.1873846,2.5469642,6.5892963
183.64967,48.820923,0.001031071,0.00017503234,1.785848,7.0186653,1.725894,2.8272421
163.09633,93.34779,0.0038193366,0.00022119946,1.6813865,2.4488513,1.8086197,1.3099597
166.334,51.584976,0.00370122,9.3248156e-05,1.888634,7.642257,1.9092615,5.294045
197.75163,53.534126,0.0007407169,0.000539124,1.8656695,7.0205274,1.9449253,2.8466194
141.4469,112.62565,0.010694375,0.0001471175,1.9857007,2.807951,2.3307917,4.932449
144.65869,76.347,0.018248837,4.8087702e-05,1.8046514,3.7704556,2.1596541,6.0639243
175.80043,35.453312,0.0017030835,0.0001024074,1.6891966,10.989951,1.7493343,4.0346975
70.238144,62.44346,0.20613536,4.37763e-06,1.2463212,0.7912897,1.6813682,0.73252964
135.98314,107.65654,0.019932598,8.209547e-05,1.8476708,3.2107334,2.200716,4.715293
29.965557,98.00469,0.050616287,0.00013885896,1.8164545,3.4388132,2.0837965,3.4552016
101.403625,139.81569,0.0077733896,0.00095671415,1.7208352,4.436016,2.574583,8.025187
43.588413,135.233,0.0052090585,0.001953774,1.9813001,5.4863305,2.390505,5.356391
46.763756,103.11097,0.028599244,0.00016101201,1.672203,6.6784225,2.3820856,10.482942
144.07289,150.34317,0.0072133443,0.00085208815,1.6631074,1.0291525,2.0811708,0.85358506
55.16193,73.7831,5.712112e-06,0.18024032,27.228819,432.94095,42.44467,1176.3907
188.31348,123.7597,0.004248321,0.0008852349,1.8088534,1.9532646,2.2676811,2.2384503
57.221733,138.16808,0.008620362,0.0011003878,1.7455432,4.5651736,2.2569904,4.473926
28.480457,124.539856,0.0049505234,0.0033350321,2.1852112,6.5435605,2.5266786,4.115222
22.219486,94.41497,0.0005954206,0.05948031,6.5686836,51.891735,8.020531,53.376087
83.53636,131.6495,0.01671363,0.00033081902,1.7160932,2.4037497,2.1270866,3.0836897
37.820343,89.83292,0.00011832516,0.14603779,17.442411,105.89314,25.81907,158.00172
41.9481,139.50313,0.009789477,0.0012336572,1.7455449,4.569814,2.2559323,4.333989
137.23592,163.10454,0.009697229,0.002420922,1.7050983,1.7462283,2.594986,2.1002903
128.12538,156.63556,0.012619585,0.0010413262,1.7064794,1.2251055,2.4807906,1.023517
122.34961,117.85906,0.019788375,0.000107089676,1.6951745,1.6851666,1.9662825,2.6007488
34.08277,102.11788,0.00023538868,0.12689364,10.637011,35.47548,13.707283,20.467283
194.31306,152.19772,0.008247833,0.004150364,1.762017,2.0175183,2.6846557,3.1248403
117.26163,109.37605,0.025988718,7.069773e-05,1.8427598,2.5163562,2.0002255,2.8816552
189.35243,146.46466,0.0072636604,0.0020535854,1.6711962,1.4478358,2.7003112,1.4403112
182.72389,147.3776,0.007422209,0.0011908015,1.3440908,1.7206037,2.1402364,1.4590685
115.95322,138.76038,0.012703955,0.00040763617,1.8195907,2.4854116,2.500683,3.314521
18.649881,76.132034,0.0004994472,0.027713358,7.655166,80.17169,7.425762,97.010475
166.5087,119.420364,0.0069905818,0.00056892633,1.8643779,3.403406,2.4664733,3.4368572
109.20862,128.5093,0.0095631685,0.00039854978,1.7301607,2.7166834,2.1521065,2.639875
72.73906,128.48741,0.012335688,0.00045457814,1.5244956,3.6972468,2.380145,3.706939
184.45363,156.3149,0.0073217354,0.004037658,1.7783061,1.3482043,2.5140114,1.5937995
124.12313,165.35007,0.009467999,0.0052990583,1.8360522,2.754958,3.0588987,4.1727333
32.00319,118.09939,0.007436822,0.0016379423,1.7949749,7.9834166,2.4198766,7.348475
179.93439,161.18193,0.008073807,0.0020519826,1.6267852,1.5012722,2.3724506,2.3355424
179.57767,67.40543,0.0018870136,0.0003349185,1.6030273,3.2334616,1.6842978,1.2555468
172.88165,79.45402,0.0034890473,0.00017049577,1.6640584,4.1648445,2.1671047,5.138615
28.047081,114.98514,0.0011900564,0.04831786,5.1169596,17.24248,5.963916,12.188789
176.25687,109.448654,0.0029522977,0.00029581785,1.7471169,2.6391003,2.041078,3.4005406
36.457973,119.85852,0.020744007,0.0006332464,1.8517553,6.00036,2.3416688,5.8023953
165.63728,170.21138,0.010372649,0.0034557513,1.6092525,2.337841,2.6964512,3.287418
158.55801,114.478096,0.010670851,0.00019772185,1.6784325,3.6018414,2.297719,8.878524
184.27794,88.26096,0.0028662186,0.00050803024,1.493344,4.0973396,1.9116299,3.0143616
159.90305,72.99365,0.005497863,0.00013288524,1.6843641,4.379772,1.9232935,3.031425
136.8374,134.2233,0.011076599,0.00038578775,1.8870454,3.503333,2.5134196,5.975632
196.20934,129.02646,0.0041921735,0.0015269319,1.6932436,2.1404989,2.2761939,1.6368918
151.3173,115.41336,0.008558105,0.00025442574,1.7787833,2.594915,2.3287485,3.9237645
142.15482,128.4042,0.008497527,0.00032516982,1.7701833,2.2188208,2.3633807,3.5514262
199.78569,160.15643,0.009794295,0.004315277,1.7059822,1.2423068,2.7219377,1.1690314
33.786053,134.88751,0.0063168607,0.0051689544,2.134677,12.202762,2.7852762,11.606814
49.386654,124.47431,0.011218588,0.00083144504,1.8853611,4.911446,2.1867812,4.58081
180.72981,111.68604,0.003352801,0.0008260409,1.8295206,3.8473296,2.2902486,3.8776972
199.7539,139.2026,0.006013632,0.0029788879,1.9007794,2.5678124,2.728875,3.0272522
160.94766,82.16101,0.0044626696,0.0002707309,1.9093785,5.313076,2.1401722,3.6844218
157.09038,81.25668,0.00601088,9.840065e-05,1.7398981,2.5852501,1.7778422,2.0098913
190.11925,117.22924,0.004006535,0.00070247386,1.6190273,2.9800823,2.2420428,3.1909454
146.3978,76.32631,0.020424157,7.441971e-05,1.7048997,4.704735,1.79237,4.909684
177.25693,117.42165,0.005469243,0.00063818693,1.8354591,3.0928955,2.374022,3.5836525
167.64867,84.80352,0.005584538,0.00015250842,1.7959826,3.2907994,1.9379039,2.6485925
146.50789,84.92256,0.010386705,0.00018216504,1.7351204,2.9915497,1.9996084,1.996257
209.17998,49.87601,0.00036529702,0.0019641253,1.7736477,7.215801,1.851678,1.9905554
178.60295,118.822815,0.004997661,0.00069630146,1.8365129,3.528928,2.2762818,3.9238882
186.82974,109.58376,0.0028792024,0.00081586174,1.8744541,2.600619,2.234166,2.4867585
161.66525,108.47544,0.008054326,0.00022797452,1.9958187,2.443886,2.2445312,3.384634
135.04494,143.99762,0.014596711,0.00038233068,1.6596282,3.098127,2.5068114,5.9676995
176.45288,129.63907,0.0059853494,0.00051577884,1.8288622,2.0500884,2.3948073,2.8747554
166.17401,108.41812,0.0055933595,0.00016485983,1.8352004,1.8412197,2.322619,2.674952
124.209145,133.20837,0.009841314,0.00029979812,1.7633111,2.1173863,2.3988857,2.3973923
147.14221,109.83514,0.009415239,0.00014617045,1.9114791,2.255381,2.0825515,2.7576663
161.14116,99.506004,0.008332591,0.00016558832,1.6228844,2.932882,2.1054535,3.4975502
167.883,118.824394,0.0065914793,0.00051775906,1.7094439,3.4154644,2.2869391,4.5349083
164.9877,139.62207,0.0083926525,0.00066508184,1.7984776,1.5841459,2.5535989,2.1844919
68.55695,135.75389,0.008452247,0.0007518397,1.6118041,5.3399715,2.3690798,8.743628
77.61351,142.12679,0.008390844,0.0016418364,1.8869096,4.584237,2.6693962,4.286352
84.45398,113.14736,0.025428366,8.597639e-05,1.6383297,1.4301026,1.9475642,1.6065247
107.7165,161.56358,0.011311203,0.001903077,1.583987,2.919109,2.3578641,4.1322026
179.05064,129.99028,0.0053552687,0.00086799596,1.7504394,1.6127555,2.321562,1.8531389
203.81451,90.63472,0.0022078953,0.001010663,1.6397815,4.536121,2.3464952,3.2661402
154.70769,137.31299,0.007847339,0.0006320344,1.6149201,3.1451793,2.4984894,5.010577
83.26875,149.99907,0.010217935,0.006747782,1.2072914,3.482585,2.4585845,5.466663
27.65691,125.85498,0.0032826266,0.010220395,2.898917,10.584922,3.619708,8.121948
170.59651,40.0825,0.0027451715,0.00010406971,1.7414823,5.8520503,1.5955489,2.0119982
169.64552,149.14049,0.0077797174,0.00089060597,1.7662843,1.3655533,2.4821727,1.9772516
196.26697,94.037766,0.0023617647,0.0013632575,1.7599642,4.479699,2.4164739,3.8833575
149.99019,166.38025,0.012431711,0.0027700728,1.5866563,2.6430607,2.8771758,5.6237454
184.22395,84.906586,0.0032201211,0.00042245784,1.6609781,4.3493004,2.0147095,3.0541074
141.32239,139.57802,0.012517571,0.0004145569,1.5716021,2.3663917,2.5221882,4.711864
182.38571,79.347084,0.0021663806,0.00033315024,1.7177827,5.491414,1.989383,5.3718843
133.09842,85.95216,0.030304462,4.5054487e-05,1.681579,3.1397707,2.1058574,3.8115506
196.33536,158.9062,0.011684637,0.0032014183,1.6682744,1.7262487,2.6642582,2.206348
178.77565,131.01366,0.007135292,0.0008363194,1.7090137,2.5360994,2.4251678,4.761897
190.21051,73.53917,0.0013937056,0.0004045036,1.6991544,6.058584,1.976156,5.3632903
164.93077,102.36976,0.0059049428,0.00022814008,1.8503819,2.683995,2.063424,3.515812
126.681984,122.175896,0.012183487,0.00017076069,1.716074,3.388303,2.482358,7.7739863
47.021404,163.53249,0.006605357,0.031276558,2.2543495,9.400633,3.447147,10.8219795
40.546276,132.17595,0.009462724,0.0016790297,1.7992675,6.667723,2.3806155,6.45816
88.82646,150.74309,0.005788108,0.0021949476,1.781194,3.2325454,2.319772,4.1740556
166.49446,132.85262,0.0068612993,0.0006063051,1.8116316,2.3561654,2.550235,2.948463
230.26874,186.14307,0.016321948,0.0701772,1.0084776,0.3723699,2.6120274,0.23797916
184.74911,156.34962,0.007311195,0.0020582478,1.6239321,1.1815997,2.4510727,1.0392584
170.228,132.22728,0.009197752,0.0005559325,1.8110524,3.2422101,2.489506,6.1021004
124.588005,139.12404,0.007904619,0.00040758317,1.7447107,1.8058418,2.278993,2.6353714
73.04418,107.24776,0.03987539,9.57383e-05,1.6775641,3.4409118,2.2855783,5.3161077
125.816414,154.61258,0.010187904,0.0010647377,1.6220415,1.5920372,2.2477887,1.232162
37.787766,139.46126,0.0069387555,0.0027303498,1.9698575,7.036517,2.669275,5.860609
49.883835,156.50815,0.008026769,0.0045993193,1.8015484,3.954232,2.5119054,3.205778
69.72947,170.29767,0.011745155,0.009342664,1.5354166,2.051655,2.5195973,1.0426049
182.77348,124.77809,0.006978512,0.0008073184,1.666078,2.622756,2.3645697,2.3132732
141.5119,161.07127,0.012721459,0.0013702379,1.6432694,2.0786686,2.6644168,3.0472903
120.452225,142.73412,0.009279977,0.0006491409,1.8819777,3.2334025,2.5233798,6.3844523
170.33224,142.21512,0.009190381,0.0012537042,1.6706345,1.5077745,2.5767875,1.8759452
105.14051,131.72392,0.00912117,0.0004993213,1.79859,4.443612,2.6001933,10.85309
27.886389,120.973976,0.004443924,0.0038180086,2.3589127,8.358535,2.5841713,5.435717
140.80165,161.41444,0.011660288,0.0018589298,1.6476743,2.922922,2.8580444,4.9864073
79.12327,161.31453,0.0024763546,0.20984879,3.8417835,3.7270386,5.769446,1.0837555
153.65782,146.78413,0.011736115,0.0008916722,1.700749,1.8121666,2.5276568,2.2109754
143.65665,169.03355,0.011982272,0.002438499,1.7453412,2.042286,2.7228105,4.396376
206.5369,193.72937,0.028932404,0.02237667,1.5602779,0.592322,2.8080847,0.59292346
175.95117,71.86918,0.0018256307,0.00036372742,2.095479,6.3199735,2.2089593,5.240913
130.31952,176.41042,0.011506289,0.0045500067,1.7819586,1.6258191,2.8755512,2.3279405
186.7643,148.14563,0.01103131,0.0015978548,1.5956204,2.0391233,2.6195939,2.049637
49.928448,163.34128,0.004244407,0.06373889,2.5144215,3.9182332,3.594808,2.2346907
156.01268,163.20721,0.010093997,0.0017501116,1.6678859,1.5566888,2.542162,2.604963
103.279236,165.6838,0.008153915,0.0060709715,1.7089937,2.8427672,2.5722332,3.4498305
150.77722,146.71246,0.013401429,0.00076296594,1.7378428,2.5332916,2.672239,3.4470623
53.46271,136.95856,0.013230076,0.0015796224,1.7421172,5.9246387,2.539323,6.592932
55.372395,141.72873,0.0089159515,0.0012144513,1.7004694,4.269353,2.2982814,4.3637366
123.660904,179.637,0.012559156,0.010273457,1.664229,1.9354722,2.8233962,3.12703
47.27492,126.56333,0.01963092,0.00048042004,1.8294326,6.1477237,2.1404402,7.2013903
30.69389,111.80612,0.01068615,0.0011960069,2.2836096,13.425562,2.6600466,18.04531
132.74359,180.28377,0.012902617,0.012195964,1.6144865,1.4411267,2.5992322,1.3254944
183.77942,153.48402,0.011215339,0.00082029897,1.4548906,1.3239982,2.3979223,1.9061885
166.00706,140.45341,0.009235978,0.00075705844,1.8132453,2.2218652,2.620219,2.5109282
31.614016,126.37473,0.0021168292,0.05965623,4.0840797,30.204018,5.384499,35.02756
39.856033,128.60548,0.010568827,0.0008129875,1.8197038,8.586202,2.6307204,13.737266
191.81879,142.94005,0.0071990094,0.0017884042,1.6440009,2.252071,2.6996875,2.7574184
183.92911,146.25307,0.008075456,0.0014638172,1.5886742,2.1876695,2.5796385,3.4340892
42.24174,151.64188,0.005984078,0.011009785,2.1331336,5.396925,2.8694894,4.286765
80.42305,154.31305,0.009294212,0.0027085675,1.5689415,3.0519316,2.4789808,2.0034046
103.987434,163.56616,0.0119460225,0.004271633,1.7041359,2.3844795,2.7071526,2.7630787
193.57564,163.60638,0.012131731,0.0057164035,1.6286733,1.0681953,2.779982,1.562482
129.6551,130.46451,0.013109605,0.00023622645,1.9811713,2.5850728,2.3528914,4.067626
60.554363,166.3981,0.008089106,0.021493739,1.8978915,4.8790536,2.893275,3.4429307
69.03877,170.02887,0.00938805,0.017734163,1.7457148,4.7090797,2.689094,4.47876
69.72492,139.0634,0.009337018,0.00053373975,1.5842222,2.6419082,1.8442836,2.4969635
154.25546,154.45076,0.010762463,0.0009892716,1.658739,1.7107025,2.4476593,2.107355
48.66378,156.09149,0.0071763694,0.009230646,1.9526949,4.7988396,2.653437,3.917815
162.88875,127.73406,0.0071352124,0.0004072388,1.7966636,4.1856513,2.3930213,8.41934
178.96173,122.95882,0.006678502,0.0005537338,1.9627144,3.2278757,2.4774413,5.0994062
21.040812,101.42591,0.012142828,0.0013241502,2.603645,12.14102,2.9122891,10.194639
169.74266,135.14278,0.0074720485,0.0009481046,1.8338889,2.0459507,2.492533,2.0523639
188.10738,151.73026,0.0091423,0.001939343,1.5946362,2.49682,2.8416173,4.3999295
183.68115,183.6522,0.014805546,0.0119331945,1.6981755,0.82066786,2.6716926,1.0263678
196.66069,110.92029,0.002957791,0.0016469955,1.6122874,2.447019,2.376745,1.9439511
72.06048,167.69995,0.0077132187,0.00783062,1.7887872,3.5723746,2.6702905,4.6920733
67.22575,133.53302,0.020981193,0.0005865229,1.5344552,3.4568126,2.0824928,6.781952
148.9105,105.967,0.012115588,9.813574e-05,1.8638659,2.239569,2.044822,3.5694811
117.15185,150.48637,0.011557063,0.0020608504,1.5477031,4.8259716,2.6529064,13.14897
90.98469,169.60947,0.009048681,0.016258935,1.7163693,2.4360836,2.688377,1.5876848
165.57048,141.72679,0.0072069764,0.0010735326,1.7710934,2.5316365,2.590245,3.284815
64.74933,163.0354,0.007891774,0.0076476666,1.8244276,2.9664867,2.6139786,2.682265
58.051353,133.90384,0.013862571,0.0007516477,1.826064,4.928677,2.2845001,6.9570074
69.35963,147.72319,0.007834196,0.0027221176,1.7224402,5.9176044,2.6750233,7.79576
49.55927,151.51407,0.0058722994,0.008887834,2.0396264,5.9064918,2.9871392,6.602228
67.5259,169.94604,0.008240561,0.016975515,1.8072762,5.0869174,2.7773538,6.3361955
66.49047,143.69406,0.008637935,0.0018665857,1.6912763,3.6586769,2.502276,4.9517436
77.99132,167.95728,0.009611378,0.017564258,1.9007071,4.073695,3.0216982,3.6687217
100.451195,148.99522,0.012581011,0.0010537372,1.7157004,5.054968,2.6088445,9.2725115
162.60979,155.0346,0.0090699,0.0014099412,1.895365,1.3072107,2.5757265,1.5715716
61.302254,165.67738,0.010017763,0.0049122837,1.6883274,2.9903085,2.4571996,1.9596097
119.33637,173.0442,0.010083328,0.003049645,1.3883033,0.9982374,2.572629,0.6490304
82.69054,136.01163,0.013168683,0.00049055944,1.773052,2.749756,2.2634573,3.2155285
197.3034,120.47416,0.0045765243,0.0014038616,1.588102,2.9194639,2.5009336,3.613937
196.0302,141.13286,0.0060755415,0.0026722152,1.7709898,1.2715963,2.524185,1.0827639
124.50112,142.04726,0.011548659,0.00066318776,1.5993652,3.0140414,2.3377078,5.328089
189.4065,117.8338,0.0034039617,0.0013366076,1.6120052,2.017814,2.2070482,1.4301888
82.78259,172.5504,0.010154098,0.0101002185,1.3283669,3.293016,2.6471887,2.9464383
80.04417,141.19933,0.013998479,0.00033319657,1.7161419,2.5281785,2.142021,3.9321928
116.256256,136.85327,0.007550925,0.0003821651,1.5587696,3.1514156,2.2297409,8.65641
107.7227,155.93117,0.011930029,0.0018473068,1.6350665,3.6190133,2.4988358,5.057636
149.62936,141.90897,0.011850327,0.0008746849,1.7483971,2.81732,2.6294928,5.151547
122.016235,182.40268,0.014152965,0.009226601,1.635305,1.2898912,2.7475865,1.1949364
219.79375,175.06021,0.013740888,0.016473524,1.4137167,0.43954957,2.47384,0.34754875
87.61333,188.55681,0.016325116,0.018800616,1.5707896,3.4669797,2.8765588,3.814773
60.309685,164.15498,0.0067717237,0.013373991,1.8557378,4.1909122,2.6839573,3.693098
118.31995,156.53671,0.01168263,0.0020847784,1.6253909,2.9909587,2.5722985,5.175262
160.27682,152.57457,0.013079127,0.0011183487,1.6779752,3.0358238,2.7165596,5.0992
181.34705,183.69685,0.018813979,0.012001336,1.6897836,1.1513054,2.9434838,1.4881135
36.19488,138.20093,0.0072111688,0.0070474413,1.8609971,12.4952135,3.2855244,20.474142
51.42774,162.0644,0.008109629,0.009425806,1.8676655,4.40652,2.6784902,3.2803116
70.84202,167.10077,0.0075720847,0.009153068,1.8067477,2.9935892,2.595667,3.2309806
158.57678,158.65544,0.012868911,0.0030343002,1.7085774,2.2925324,2.93069,3.1951184
91.89214,96.270584,0.07144314,3.1921598e-05,1.507812,1.5305321,2.078064,2.7600214
170.51523,156.43259,0.0114631355,0.0015776356,1.8552117,1.7904137,2.7772045,2.5583174
37.978367,156.04747,0.004694621,0.029380254,2.330938,10.653314,3.7255902,8.695536
177.03804,148.3705,0.0073984265,0.0019368132,1.6986954,2.5816739,2.5747123,5.6596904
191.31116,138.62065,0.005826205,0.0016676916,1.73138,1.592451,2.5208821,1.6617227
113.05556,149.7237,0.010494551,0.0013710128,1.7284555,1.8976412,2.475414,1.8307871
146.28178,130.885,0.00960049,0.00030971898,1.8062277,2.6343124,2.4141188,4.318372
93.13062,178.09055,0.01016739,0.018771708,1.8409892,4.621093,3.1199422,5.279213
62.852795,139.43086,0.0066040657,0.001650479,1.8388138,4.543244,2.447542,6.8600802
80.89364,138.46837,0.009813786,0.0005681978,1.6855998,1.7116188,2.0246203,1.1618011
199.59314,184.76987,0.020017635,0.016825046,1.5785631,0.7922946,2.6293128,0.5652832
83.939926,154.4547,0.008856565,0.0014110274,1.6843936,2.3970406,2.404789,2.7749364
149.07454,122.53963,0.0075706244,0.00023275614,1.6743288,2.3079011,1.9942958,2.9723434
63.760162,132.73984,0.0106640365,0.0005346669,1.5657235,3.5918517,2.4367342,4.196077
91.859726,129.12372,0.010426968,0.0003159841,1.7525827,3.226516,2.1466365,4.8965454
173.12346,142.33395,0.0068644485,0.0010049607,1.7617087,1.7557747,2.3927135,1.9261026
91.39555,162.7128,0.009206097,0.007259932,1.7896076,5.0372047,3.07978,7.6436763
134.88441,164.12085,0.015971731,0.0020427837,1.7396412,1.874647,2.658771,2.069386
194.78606,153.4468,0.0105421245,0.0023895304,1.7037178,2.243618,2.7353525,2.3635547
182.30249,123.13262,0.0045457482,0.00076977414,1.6880105,2.193551,2.2571092,1.9337875
178.5644,134.42226,0.0073410673,0.00088363886,1.8907685,2.6276033,2.5056345,3.545642
134.2188,151.1909,0.012482455,0.0008445978,1.673099,2.521883,2.663432,3.93116
142.54001,120.28514,0.023974877,0.00037340322,1.5205853,2.8997798,2.0525203,9.272264
180.41216,182.94023,0.016650856,0.008354167,1.669376,0.89609355,2.762073,1.2451352
181.12798,169.19286,0.012384167,0.003875633,1.6958381,0.96040636,2.6449616,1.2141069
98.17765,158.02692,0.008367091,0.0027601586,1.7233468,2.6537893,2.5450208,3.2682474
196.29863,180.45935,0.012897968,0.0117691625,1.6662287,0.7241987,2.6613166,0.8265232
194.74901,113.455536,0.004639536,0.001075036,1.5477337,3.316158,2.5279994,2.798032
107.655426,164.7398,0.011875093,0.0027371778,1.7398598,3.2145462,2.601177,3.599311
187.40973,137.82593,0.0063424706,0.001282586,1.4771767,2.6883397,2.206863,3.0325818
46.974365,158.9272,0.0042050583,0.020810856,2.3278046,4.9144316,3.1896849,4.7141776
113.2695,138.41733,0.0083519425,0.0004578895,1.6245409,3.4449608,2.5496886,7.1578436
57.133533,141.43549,0.008119306,0.0021319059,1.7168465,4.8887773,2.512052,5.031731
151.36551,135.28128,0.0075231395,0.00038526455,1.6856922,1.9155813,2.3724093,3.3472433
111.53366,157.88492,0.010122627,0.0011403428,1.5819161,3.2425056,2.1866786,8.064685
190.56921,142.0346,0.0061066947,0.0017549329,1.763103,1.6049529,2.5176272,1.8892076
93.98978,140.59718,0.010154119,0.00079063576,1.6599548,1.7583165,2.2891235,1.4041598
216.86755,93.33598,0.0017914872,0.004630473,1.7828522,2.7494016,2.3627343,1.2138591
194.06116,155.89108,0.007895559,0.0026400883,1.616884,0.95789415,2.4629188,0.8456937
132.061,141.56018,0.011623761,0.00068684417,1.8239399,2.5958014,2.6020658,3.0629904
54.86296,156.21378,0.0071972115,0.009458661,1.7637857,2.8633971,2.599279,1.6770508
186.29893,165.14066,0.013533831,0.0049983924,1.8352414,2.271341,2.8455093,3.920583
171.42876,135.68881,0.0069154105,0.000937389,1.7774649,4.678135,2.7184775,8.723631
86.76905,150.13895,0.010021141,0.0025944444,1.5404608,4.8978505,2.3708313,7.8625264
191.83089,183.98337,0.021590581,0.018000398,1.6623479,1.0926377,2.8436766,1.0289707
184.16327,142.8952,0.0082181,0.0021427935,1.6589315,1.9264873,2.4952238,1.5521944
150.4246,144.4646,0.006149958,0.0005221632,1.6773229,1.1784374,2.2575955,1.8711113
187.78157,139.45808,0.004247119,0.0011946426,1.6909846,1.5748063,2.2173269,1.6724235
188.12776,111.65623,0.0037544272,0.0009877549,1.7412846,3.2115905,2.3359218,2.6210763
119.06234,157.1385,0.010042956,0.0013328923,1.7495084,1.8178413,2.4863966,2.5120852
154.89697,102.775085,0.008759877,0.00014670027,1.6890703,2.5595074,2.2065296,4.4131503
85.336975,166.22705,0.011276633,0.0069177016,1.805989,3.0698423,2.8097174,2.5277026
204.12111,133.83276,0.006465803,0.00168501,1.534949,1.8591304,2.322199,1.9129642
173.16893,176.3373,0.016922861,0.007040143,1.3180808,1.2066333,2.2754781,1.2979782
197.27399,194.48825,0.0196339,0.027426487,1.3392521,0.5518014,2.516701,0.61085457
