f1,f2,f3,f4,f5,f6,f7,f8
59,120,0,0,2.1666667,1.9860634,1.4444441,1.8698385
140,125,0,0,0.66666657,0.22222227,2.6666667,3.7777781
127,143,0,0,1.5,0.12222214,0.88888884,0.60740745
23,129,0,0,0.5,0.077777795,0.38888887,0.15185186
191,119,0,0,1.1111107,1.2938615,0.9444459,0.772202
219,80,0,0,1.2777767,0.3296295,0.6666667,0.9333318
136,45,0,0,1.222222,1.5444059,2.0555553,1.5263131
66,160,0,0,3.0000007,4.044447,2.777778,0.4296295
190,105,0,0,1.8888893,2.2962983,2.166666,1.6777797
37,78,0,0,1.0000006,0.17777735,2.5555565,2.8740728
198,127,0,0,2.4444444,4.385187,8.555555,59.54075
191,101,0,0,1.111112,0.7793635,1.1111113,1.186342
243,120,0,0,4.4444447,4.359749,1.5555547,1.8338387
230,117,0,0,3.2777786,0.92895794,1.4444433,0.86066324
151,89,0,0,8.388889,4.577317,0.72222203,0.38968238
176,100,0,0,1.9444441,0.7740748,1.4444447,0.6518514
118,126,0,0,0.6666667,0.39999974,1.8333336,2.1222224
42,57,0,0,1.3888906,0.97562754,0.99999875,0.36514837
217,148,0,0,2.0555556,2.551854,1.0555553,0.5074078
14,146,0.11111111,0,0.888889,0.4740738,1.1111112,0.7407407
22,87,0,0,1.8888899,1.2590423,1.1666666,0.62361073
130,32,0,0,1.1111113,1.047041,0.83333397,0.83665866
162,159,0,0,2.1666667,0.9603238,2.2222223,1.4555128
150,158,0,0,2.166667,1.6333338,1.388889,0.41851807
163,68,0,0,1.833334,2.21111,1.5555559,0.96296287
187,80,0,0,1.3333327,0.7111114,1.3333334,0.7111086
140,73,0,0,1.7222214,0.8277598,0.7777774,1.0036957
236,117,0,0,0.7777786,0.40368706,1.277778,0.74286777
112,90,0,0,7.38889,6.9455557,1.2777773,0.87981415
197,121,0,0,21.666666,17.3628,0.94444436,0.9047208
141,17,0.11111111,0.22222222,3.7222226,4.4493027,5,2.319004
79,28,0,0,4.277777,3.7618961,0.8333333,0.6582806
169,102,0,0,1,0.35555485,0.8888893,0.2962955
208,65,0,0,1.3888874,1.2367799,26.444445,25.537477
189,144,0,0,0,0,0,0
189,141,0,0,0,0,0,0
210,153,0,0,0,0,0,0
57,89,0,0,1.7222222,1.3066783,6.1666665,4.7034264
243,94,0,0,0.6666666,0.31111112,0.22222221,0.029629631
229,104,0,0,0.49999985,0.54772234,2.8333333,2.0412421
226,131,0,0,0,0,0,0
196,95,0,0,1.722222,1.1238165,1.3333335,1.264911
43,152,0,0,1.9444445,1.7074082,1.2222222,0.8296299
54,133,0,0,1.5555557,1.0074074,0.50000006,0.3444443
157,85,0,0,1.2222223,1.2412657,0.22222233,0.17213264
96,94,0,0,0.7222226,0.28518537,0.44444466,0.42963016
152,155,0,0,0.5,0.61111104,10.777778,131.80739
208,34,0,0,1.7222224,1.7309811,0.4444445,0.50184834
222,62,0,0,0.27777782,0.2509242,0.6666667,0.55777335
123,152,0,0,0,0,0,0
20,134,0,0,0.6666667,0.088888995,0.61111116,0.24074072
223,62,0,0,0.3333334,0.29814243,0.44444442,0.50184846
184,145,0,0,0.72222227,0.6116159,0.22222222,0.2721655
225,58,0,0,0.3333335,0.42163706,0.4444445,0.34426522
58,113,0,0,3.4444447,1.2232318,0.7222223,0.38968182
160,41,0,0,0.8333333,0.8096638,0.22222225,0.17213258
160,110,0,0,0.833333,0.6912145,0.4444437,0.2721654
186,12,0,0,0.44444433,0.27216548,2.3333333,1.9663839
142,111,0,0,1.1111113,0.45541987,0.55555534,0.34426492
252,137,0,0,0.88888884,0.544331,0.6111111,0.71232533
206,61,0,0,0.5555555,0.40368673,0.4999999,0.45946813
239,93,0,0,3.444444,13.496301,1.0555555,0.86296237
207,115,0,0,1.0555555,0.3296295,0.16666669,0.033333343
90,134,0,0,0.38888887,0.018518528,0.94444436,0.1518523
86,197,0.11111111,0.11111111,1.611112,1.4516907,1.2777786,1.1038647
4,189,0,0,2.0555565,3.8851852,11.722221,114.59634
134,187,0,0,1.8888887,1.5153537,2.1111114,1.7847083
252,201,0,0,4.6111107,5.495115,5.5555553,5.795274
219,176,0,0.11111111,2.1111119,1.857917,5.111111,2.8414931
205,190,0,0,1.2777773,0.9981452,1.6111107,1.1238158
202,193,0,0,1.111112,0.7503075,3.3888881,2.489236
223,161,0,0,1.3888893,3.040736,8.999999,31.022234
87,196,0.11111111,0,1.3333321,0.8692278,2.222222,1.6688869
105,193,0,0,3.222222,1.9051597,2.8888893,2.1773255
77,185,0,0,2.944445,7.6629586,6.2222214,32.118523
88,180,0,0,1.4999994,0.93689823,3.833332,2.888675
214,161,0,0,3.7222223,0.72963357,11.5,18.922234
198,183,0,0,1.0555547,1.1816497,3.3888881,1.5974506
189,187,0,0,1.2222227,1.0036974,3.0555553,2.3890193
124,191,0,0,3.5000007,2.7386136,3.277778,2.8001328
182,186,0.11111111,0,3.666666,2.0439608,1.7777767,1.2412661
151,163,0,0,2.0555556,2.2851863,18.166666,41.988934
112,197,0,0,4.2222233,2.9938211,4.9444447,3.1227946
137,182,0,0,1.8333334,3.8555553,3.6111107,9.218522
4,201,0,0.22222222,2.722222,1.6788458,5.2222214,3.1245742
235,196,0,0,1.6666666,1.333334,2.222222,1.1482682
167,189,0,0,3.7777774,2.2377224,3.7777774,1.544405
250,176,0,0.11111111,1.611112,1.0628399,3.444444,1.6953092
244,194,0,0,1.722222,1.14342,2.277778,2.03761
178,185,0,0,2.6111119,1.8063676,3.1111114,2.2771008
229,195,0,0,4.166666,2.2779152,4.111111,2.2476342
5,210,0,0.11111111,2.1666672,1.6699982,4.444444,2.613356
118,180,0,0,1.9444447,1.4819913,3.1111114,1.0886629
86,193,0,0,3.2777793,1.6521593,2.222222,1.8094397
204,156,0,0,0.5000003,0.27888626,1.9999996,0.55777323
71,180,0.11111111,0,1.222222,0.5629625,3,1.8666646
60,181,0.11111111,0,1.6666666,1.2000005,2.6666667,2.0888875
103,216,0,0,0.88888884,0.6518517,2.1666663,1.1444442
89,221,0,0,1.3888888,1.4851848,1.4444445,1.5851862
8,199,0,0,1.6666671,0.78881073,1.3888893,0.71232533
200,250,0,0,2.2777777,1.420746,1.4444445,1.0255988
163,166,0,0,1.7777776,1.0962971,2.444445,1.0518519
186,173,0,0,1.4444445,0.82963055,2.1111114,1.9851853
2,245,0,0,1.8888888,2.162963,3.1666667,3.2777781
62,223,0,0,2.5,5.722223,1.6666666,2.4444442
242,183,0,0,1.4999999,0.9368979,2.1666667,1.798147
200,215,0,0,1.5555559,0.95839405,4.722222,2.6450515
57,177,0,0,0.94444495,0.55185163,1.4444443,1.71852
63,220,0,0,3.055556,15.2629595,3.6666667,6.0888896
117,224,0,0,3.0555556,2.5596585,3.0555556,3.0215273
233,211,0.11111111,0,2.6666667,6.0888896,1.6666666,1.7333333
232,175,0,0,1.1666669,0.62360954,2.8333333,2.1679492
29,195,0,0,0.44444433,0.40368652,0.61111087,0.6804136
63,201,0,0,1.4444445,0.9185186,0.94444424,0.5518518
93,236,0.11111111,0,1.7777777,2.6962965,1.9999999,0.93333334
72,191,0.11111111,0,1.2777777,0.5074075,3.1111114,4.6074066
52,170,0,0,0.55555564,0.4554201,0.94444436,0.38968262
233,184,0,0,0.5000002,0.077777766,0.7777777,0.785185
237,191,0,0,1,0.31111106,1.5,1.0111109
36,243,0.11111111,0,1.888889,1.8518513,2,0.7111104
186,218,0,0,1.1666666,0.74444425,1.1666665,0.65555507
197,236,0,0,2.4444444,6.829628,3.3333333,7.599998
208,240,0.11111111,0,1.0555557,0.86296326,2.4444444,5.007407
223,185,0,0,0.5,0.34960312,2.3888886,2.0807757
110,189,0,0,1.0000004,0.66666675,1.2222223,1.1863422
86,187,0,0,1.1111108,0.7200825,1.4444445,0.750309
225,244,0,0,3.3888886,2.1951127,2.9999998,1.5202343
47,232,0,0,1.2777778,1.254621,1,0.8944273
97,186,0,0,1.1666671,0.6912147,1.1666671,1.0055404
157,221,0,0,1.0555555,0.6469299,1.2222222,0.6206328
62,224,0,0,0.9444445,1.083547,2.3333335,1.6329932
27,248,0.11111111,0,1.611111,0.6469295,3.1666667,1.7224005
44,233,0,0,2.2222219,2.1464872,2.111111,1.3277657
17,229,0,0,2.1111114,1.9851303,2.4444447,1.6147469
32,240,0,0,1.2777776,1.540803,2.2777777,1.7051125
55,209,0.11111111,0,1.8333331,1.2952907,1.3888888,0.99814624
138,203,0,0,1.666667,1.6465453,2.2777781,1.8787308
90,189,0,0,0.88888884,0.7793635,1.0555555,0.82775915
245,238,0.11111111,0,1.6666665,2.5385911,2.3333333,2.4404008
58,217,0,0,1.3888888,1.06284,1.6666665,1.3498971
146,201,0,0,0.61111087,0.32773054,1.0555555,0.8004625
19,184,0,0,0.5555555,0.34426498,0.8333333,0.62360954
245,176,0,0,1.0000006,0.516398,1,0.5577736
228,182,0.11111111,0,0.88888854,0.68853056,0.7777775,0.6554615
80,203,0,0,1.3888887,0.74286735,1.9444443,1.5263122
184,197,0,0,3.0555553,3.2551951,4.5555553,2.7460418
85,223,0.11111111,0,1.7777776,1.0470417,1.9444445,1.5116831
162,237,0.11111111,0,2.2777777,1.1434193,2.6666667,2.564718
116,245,0,0,2.277778,1.1626909,2.2777777,1.496911
44,187,0,0,1.4444448,0.3442649,0.8333335,1.0274024
215,219,0,0,2.5555556,2.2377238,3.2222223,2.491467
200,250,0,0,2.2777777,1.420746,1.4444445,1.0255988
114,238,0,0,1.666667,1.1352924,1.4444445,1.0680548
30,251,0,0,2.444444,1.8816857,8,1.6055425
34,164,0,0,0.888889,0.40368673,1.2777778,0.49065349
102,203,0,0,0.6666665,0.760117,1.3333331,0.8944272
217,245,0.11111111,0.11111111,3.1666667,3.0166214,2.1666667,1.2427571
163,210,0,0,1.5555555,0.5443307,1.4999999,0.9603243
4,188,0,0,1.5555555,0.68853056,2.333333,0.7601162
34,169,0,0,0.8333333,0.5055251,1.6111112,0.8798151
47,209,0,0,1.7222222,1.2895589,1.388889,0.92895794
158,195,0,0,2.4444442,2.3444183,2.8333333,1.7224011
176,233,0.11111111,0,1.4444443,1.1482676,2.611111,1.90224
223,185,0,0,0.5,0.34960312,2.3888886,2.0807757
10,223,0.11111111,0,1.5000001,1.0697871,3.555556,2.9489486
166,222,0,0,1.5555555,0.83444345,1.1666665,0.6236094
175,212,0.11111111,0,1.0000001,0.666667,1.8333334,1.345775
88,211,0.22222222,0,1.388889,0.87981474,2.4444444,1.4555134
170,226,0,0,1.5555553,1.4246508,2.3888888,1.2895594
75,226,0,0,2.2222226,0.6554613,1.611111,1.0201668
2,198,0.11111111,0,0.888889,0.6206327,1.9444448,1.3567389
85,225,0,0,1.5,1.0055401,1.6111113,1.2895594
165,186,0,0,2.5555546,1.5729187,2,1.173788
64,176,0,0,2.3333328,0.91893756,1.0000006,0.91893756
200,189,0,0,1.1111113,1.0886619,3.1666667,1.0055408
135,185,0.11111111,0,2.2222214,2.8100352,2.2777793,1.2895584
183,185,0,0,2.8888881,1.4246495,5.777777,5.556445
253,192,0,0,2.1666667,2.0083156,2.5555553,1.5444032
54,176,0,0,2.1111126,0.68853056,2.6666672,2.6915512
86,179,0,0,2,1.2823589,3.555556,3.0743864
250,196,0,0,1.4999994,1.5018506,2.2777767,1.2186811
237,192,0.11111111,0,0.8333333,0.54772305,4.3888893,3.5239923
214,194,0,0,1.222222,1.0255985,3.2222226,1.6953099
160,187,0.11111111,0,2.6111119,1.9369694,5.1111107,3.5381508
201,191,0,0,1.0000006,0.76011723,2.944444,1.0201671
217,195,0,0,4.2222233,3.284081,2.3888893,2.102027
185,188,0,0,1.7777767,1.1287484,1.9999994,1.2472184
65,176,0,0,2.8888886,1.4707015,1.5,1.1690452
251,195,0,0,2.944444,2.8784,3.833334,2.3546653
149,182,0.11111111,0,3.1111126,3.2087827,7,5.6489916
171,187,0,0.11111111,2.9444454,1.7309813,2.6666672,2.4312778
249,200,0,0,2.5555546,2.6218467,2.5,1.2064643
24,172,0,0,1.166667,0.9128703,9.777778,5.455545
129,184,0.11111111,0,2.222222,0.91084087,3.6111114,1.8186271
77,177,0,0,1.3333327,1.3333344,2.1666672,1.9748423
189,187,0,0,1.2222227,1.0036974,3.0555553,2.3890193
53,176,0,0,1.9444453,0.8798155,1.5555559,1.9962938
223,190,0,0,1.9999994,1.0327959,2.055556,1.4669192
188,190,0,0,1.9444447,0.9756285,2.055556,1.103865
205,190,0,0,1.2777773,0.9981452,1.6111107,1.1238158
214,195,0,0,0.8333333,0.6582802,2,0.9660913
147,182,0,0,2.2777786,1.7051128,2.9444447,1.5974519
70,177,0,0,2.166666,1.0697887,1.666666,1.173788
173,190,0.11111111,0,2.3333328,2.5647182,1.5555559,1.2049291
215,193,0,0,1.9999994,0.5163988,4.8333335,1.2952919
168,184,0,0,4.6666665,1.5202329,5.8333325,1.8104627
227,196,0,0,2.6111114,2.360949,3.5555565,1.6953094
202,193,0,0,1.111112,0.7503075,3.3888881,2.489236
185,186,0,0,2.1666667,1.8589127,2.9999993,1.3498974
248,200,0,0,1.388888,0.9525792,1.777778,1.1674607
253,201,0,0,2.9999993,2.6915498,2.8333328,2.3357134
252,201,0,0,4.6111107,5.495115,5.5555553,5.795274
228,191,0,0,1.4444447,0.6206325,2.3333328,1.1925693
102,179,0.11111111,0,1.8333334,1.5311582,2.4444447,1.8816848
235,196,0,0,1.6666666,1.333334,2.222222,1.1482682
110,182,0,0,2.3888893,1.7940235,2.555556,1.5587274
209,191,0,0.11111111,3.0555553,2.3037815,5.722222,6.071487
235,195,0,0,1.8888887,2.0940824,2.9999988,1.7384534
236,193,0,0,2.6666653,1.6865476,4.0555553,3.2756124
180,186,0.11111111,0,1.5000013,1.7981453,1.9444441,1.7815933
181,186,0.11111111,0,2.9444454,2.7114286,2.0555553,1.6788442
132,182,0,0,0.8888893,0.655462,2.1111114,1.7722135
133,181,0,0,2.3888893,2.1645303,4.777777,2.8648567
227,195,0.11111111,0,2.5,2.2385526,3.5000007,2.8886762
142,183,0.11111111,0,1,0.8692275,1.5555553,1.4857352
167,190,0,0,3.055556,0.85418355,5.055556,2.784215
23,172,0,0,1.333334,0.8944272,9.166667,5.8566217
142,185,0.11111111,0,2.2777786,1.7690771,3.1111114,1.1674604
200,193,0,0,2.555556,2.0403337,4.6111107,3.5926886
178,185,0,0,2.6111119,1.8063676,3.1111114,2.2771008
233,197,0,0.11111111,3.8888874,2.78621,2,1.2649122
169,186,0,0.22222222,2.333334,1.659987,5.5000005,2.5188184
118,180,0,0,1.9444447,1.4819913,3.1111114,1.0886629
234,194,0,0.22222222,1.4444453,1.9512585,3.8333333,3.0894084
142,182,0.11111111,0,1.1111113,0.8344437,2.7777774,2.051197
240,195,0,0,1.8888887,1.1674597,1.8333346,1.709451
224,190,0,0,2.8888886,2.1361103,3.0000007,1.8499246
174,188,0,0,2.8888886,2.8803291,3.6111107,2.23524
252,195,0,0,2.6111119,2.091428,3.722222,2.2052138
149,185,0,0,1.5555553,1.0680546,3.0555553,1.9254627
118,182,0.11111111,0,1.777778,1.293861,2.500002,1.42595
170,189,0,0,2.277778,1.3235757,2.4444447,1.7847092
182,186,0.11111111,0,3.666666,2.0439608,1.7777767,1.2412661
10,172,0,0,4.277777,4.38896,6.6666656,7.360555
229,195,0,0,4.166666,2.2779152,4.111111,2.2476342
177,190,0,0,0.94444466,0.82775986,1.3888893,0.9525794
240,192,0,0,2.3888881,0.6469305,4.3888893,2.3796992
236,194,0,0,2.666666,1.9321826,2.4444435,1.7971164
117,181,0.11111111,0,1.8333334,1.2427571,3.0000007,2.054805
186,188,0,0,1.8333321,1.2605107,1.9444433,1.2546208
9,171,0,0,1.4999994,1.0055392,2.7777774,1.64204
190,188,0,0,2.0000007,1.5634717,2.2777774,1.7815938
244,194,0,0,1.722222,1.14342,2.277778,2.03761
205,194,0,0,1.6111107,1.2003093,5.388889,3.0435104
88,180,0,0,1.4999994,0.93689823,3.833332,2.888675
62,177,0,0,1.2777786,0.8798145,1.6666673,0.9428091
2,171,0,0,1.9444447,1.2186809,3.6666667,3.1269426
169,190,0,0,3.1111114,1.8094412,2.8888893,2.0940847
32,173,0,0,1.7222217,1.7815932,9,6.749488
205,190,0,0,1.2777773,0.9981452,1.6111107,1.1238158
204,194,0,0,2.6111114,1.9254627,5.1111107,3.4167333
187,36,0,0,0.38888884,0.2509243,0.4999999,0.2788868
225,36,0,0,0.44444457,0.27216554,0.38888893,0.3277307
222,145,0,0,0,0,0,0
242,148,0,0,0,0,0,0
125,149,0,0,0,0,0,0
200,31,0,0,2.111111,1.223232,5.055555,2.678447
221,30,0,0,1.0555556,0.8541837,1.6666666,1.6329935
240,63,0,0,0.55555564,0.5443313,0.38888916,0.38968176
137,141,0,0,0.055555563,0.13608278,0.055555556,0.13608277
189,68,0,0,1.1111113,0.58373,1.0555557,0.5340273
222,62,0,0,0.27777782,0.2509242,0.6666667,0.55777335
128,144,0,0,0,0,0,0
186,90,0,0,4.444444,1.455513,0.6666667,0.4714045
184,145,0,0,0.72222227,0.6116159,0.22222222,0.2721655
206,12,0,0,2.6111112,1.4819909,4.5,3.3582406
202,63,0,0,0.38888907,0.3277309,0.44444466,0.27216563
196,95,0,0,1.722222,1.1238165,1.3333335,1.264911
200,13,0,0,1.7777777,1.8579161,0.27777767,0.25092423
223,150,0,0,0,0,0,0
201,34,0,0,4.277778,3.05808,0.44444466,0.4036869
231,91,0,0,0.4999999,0.27888656,0.5555554,0.17213255
171,89,0,0,0,0,0,0
200,147,0,0,0.22222222,0.5443311,0.4444445,0.68853045
174,152,0,0,0,0,0,0
208,34,0,0,1.7222224,1.7309811,0.4444445,0.50184834
218,147,0,0,0,0,0,0
187,86,0,0,1.0555556,1.0628402,3.0555553,2.5422366
253,150,0,0,0,0,0,0
170,143,0,0,0,0,0,0
156,154,0,0,0.2777778,0.3277307,0.77777773,0.544331
177,33,0,0,1.6666666,1.577621,4.3333335,2.9739609
249,58,0,0,1.3333334,0.9428091,0.27777767,0.3277306
182,39,0,0,5.5000005,5.737789,0.611111,0.8798151
155,40,0,0,1.888889,2.072751,0.05555554,0.13608274
220,61,0,0,0.27777776,0.13608277,0.5555556,0.27216548
206,64,0,0,0.055555504,0.13608263,0.27777776,0.13608277
160,95,0,0,3.2222223,3.544427,0.22222225,0.4036867
206,61,0,0,0.5555555,0.40368673,0.4999999,0.45946813
180,142,0,0,0.16666669,0.2788867,0.11111111,0.17213261
158,154,0,0,0.9444444,1.0835471,0.2222222,0.40368667
231,30,0,0.11111111,0.72222215,0.7123252,2.9999998,2.7968237
242,65,0,0,0.5555553,0.27216578,1,0.42163682
161,89,0,0,4.6666665,5.1164227,0.16666682,0.27888685
242,148,0,0,0,0,0,0
138,144,0,0,0.8888889,0.86066306,0.2777778,0.53402734
226,90,0,0,0.77777773,0.62063277,0.38888884,0.2509243
119,153,0,0,5.0555553,5.539421,0.055555504,0.13608263
197,144,0,0,0.9444444,0.7123252,0.38888887,0.49065337
130,145,0,0,0,0,0,0
187,89,0,0,3,1.6055458,1.111111,1.0680547
178,35,0,0,0.4444445,0.34426528,0.3888887,0.25092396
173,93,0,0,0,0,0,0
223,62,0,0,0.3333334,0.29814243,0.44444442,0.50184846
168,40,0,0,0,0,0,0
161,144,0,0,0,0,0,0
225,90,0,0,0.38888893,0.2509241,0.55555564,0.45542005
189,141,0,0,0,0,0,0
134,148,0,0,0.11111113,0.17213261,0.055555556,0.13608277
166,36,0,0,0,0,0,0
241,145,0,0,0,0,0,0
203,61,0,0,0.16666675,0.2788868,0.7222221,0.44305354
232,149,0,0,0,0,0,0
182,152,0,0,0.77777785,0.98130673,0.8333333,1.0903618
216,151,0,0,0.16666667,0.2788867,0.11111113,0.17213261
220,149,0,0,0.11111113,0.17213261,0.11111113,0.17213261
163,152,0,0,0,0,0,0
131,144,0,0,0,0,0,0
180,141,0,0,0.055555563,0.13608278,0.055555556,0.13608277
225,58,0,0,0.3333335,0.42163706,0.4444445,0.34426522
170,154,0,0,0.11111111,0.17213261,0.055555556,0.13608277
238,61,0,0,0.66666657,0.4714045,0.7222221,0.49065334
189,62,0,0,0.38888893,0.2509241,0.44444442,0.3442651
242,57,0,0.11111111,2.444444,2.3538773,9.277778,2.7601657
226,144,0,0,0,0,0,0
199,144,0,0,0.33333334,0.5163977,0.33333334,0.36514834
170,62,0,0,0,0,0,0
123,152,0,0,0,0,0,0
161,154,0,0,0,0,0,0
161,147,0,0,0,0,0,0
245,140,0,0,0.16666666,0.27888668,0.6111111,0.7428674
218,64,0,0,1.5000004,1.1303884,1.8333334,1.9635572
174,145,0,0,0,0,0,0
214,143,0,0,0.11111113,0.17213261,0.44444442,0.17213264
186,12,0,0,0.44444433,0.27216548,2.3333333,1.9663839
188,88,0,0,0.6666667,0.4714045,0.33333325,0.29814243
183,91,0,0,2.666667,0.8944272,0.49999985,0.54772246
155,68,0,0,3.4444447,3.786917,0.16666667,0.27888665
160,41,0,0,0.8333333,0.8096638,0.22222225,0.17213258
189,142,0,0,0,0,0,0
133,141,0,0,0.11111111,0.17213261,0.11111113,0.1721326
173,152,0,0,0,0,0,0
189,144,0,0,0,0,0,0
198,148,0.11111111,0,1.6666666,0.84327394,1.111111,0.98130697
236,38,0.11111111,0,1.3333334,1.4907119,2.9444447,2.2941144
173,67,0,0,1.1111112,1.2412658,0.22222225,0.34426522
210,153,0,0,0,0,0,0
49,42,0,0,2.6111107,0.92895794,1.333334,0.8944278
188,73,0,0,1.0555553,0.9289579,2.2777786,1.9935083
139,95,0,0,3.6111107,2.524692,7.0555553,5.724864
92,70,0.11111111,0,1.1111107,1.3608265,0.7777767,0.65546083
169,117,0,0,1.222222,0.6206324,1.111111,1.2938602
63,19,0,0,2.4444447,1.1863403,1.4444447,0.8861062
69,68,0,0,0.83333206,0.8628117,0.7777774,0.5837293
151,89,0,0,8.388889,4.577317,0.72222203,0.38968238
170,159,0.11111111,0,2.2777777,1.420746,1.611111,1.1816499
180,116,0,0,2.9444456,1.611303,1.333333,0.81649673
58,109,0,0,1.1666666,0.6236098,1.0555553,0.49065349
191,101,0,0,1.111112,0.7793635,1.1111113,1.186342
24,15,0,0,0.8333346,0.6912141,1.1111107,0.54432976
152,98,0,0,7.0000014,3.8873014,1.0555559,0.7722023
